id,n_models,source,title,doi,registration,estimation,model_notes,data,status,exclusion_reason,exclusion_reason_notes
u01227,NA,unpublished,PSYCHOLOGICAL DISTRESS EXPERIENCES OF NIGERIANS AMID COVID-19 PANDEMIC,http://psyarxiv.com/9v78y/,preregistered,Chi-square,Chi-square,NA,excluded,Not an OLS model,not OLS
p01232,NA,published,"The origin of illusory correlations: Biased judgments converge with inferences, not with biased memory",10.1027/1618-3169/a000444,none,Bayesian estimation,Bayesian estimation,https://osf.io/at3f6/files/,excluded,Not an OLS model,not OLS
r01241,NA,published,Self-Other Agreement in Personality Development in Romantic Couples,http://psyarxiv.com/qxpba/,none,SEM,SEM,https://osf.io/3mh8k/?view_only=edd2422604524872b37b389f71f859ec,excluded,Not an OLS model,not OLS
p01245,NA,published,Explaining the temporal and spatial dimensions of robbery: Differences across measures of the physical and social environment,10.1016/j.jcrimjus.2018.10.005,none,ML,Unknown model that produces ORs,NA,excluded,Not an OLS model,not OLS
r01270,NA,published,Power to the people: Disidentification with the government and the support for populism,http://psyarxiv.com/h7wbc/,preregistered,ML,Generalised linear models,https://osf.io/qjvnx,excluded,Not an OLS model,not OLS
p01272,NA,published,Development of a shortened version of the Latent and Manifest Benefits of Work (LAMB) scale,10.1027/1015-5759/a000434,none,FA,Factor analysis,https://econtent.hogrefe.com/doi/suppl/10.1027/1015-5759/a000434,excluded,Not an OLS model,not OLS
u01272,NA,unpublished,Using a wearable camera to support everyday memory following brain injury: a single case study,http://psyarxiv.com/hs7r8/,NA,No models,No models,NA,excluded,Not an OLS model,not OLS
u01279,NA,unpublished,The nonreciprocal and polarizing nature of interpersonal attraction in political discussions,http://psyarxiv.com/b9645/,preregistered,SEM,SEM,https://osf.io/ayp4w/,excluded,Not an OLS model,not OLS
u01291,NA,unpublished,To perceive or not to perceive? Individual differences in perception predict rule induction and response generalization,http://psyarxiv.com/89ncb/,none,ML,Mixed effects models,https://osf.io/g8bjy/,excluded,Not an OLS model,not OLS
p01293,NA,published,Attention and choice across domains,10.1037/xge0000482,none,ML,Mixed effects models,https://osf.io/g7cv6/?view_only=2669d8f3983d4442952a52c5de5814f7,excluded,Not an OLS model,not OLS
u01298,NA,unpublished,Parents fine-tune their speech to children‚Äôs vocabulary knowledge,http://psyarxiv.com/prz8g/,none,ML,Mixed effects models,https://osf.io/3f8hy/,excluded,Not an OLS model,not OLS
u01304,NA,unpublished,Using GAMMs to model trial-by-trial fluctuations in experimental data: More risks but hardly any benefit,http://psyarxiv.com/ywkeq/,none,Other,Generalised additive mixed models,https://osf.io/cp9z8/,excluded,Not an OLS model,not OLS
u01309,NA,unpublished,How do Basic Personality Traits Map onto Moral Judgements of Fairness-related Actions?,http://psyarxiv.com/e3uxb/,none,FA,Factor analysis,https://osf.io/27huq/,excluded,Not an OLS model,not OLS
r01310,NA,published,What Makes Emerging Adults Feel Loved? Cultural Consensus of Felt Love Experiences in Emerging Adulthood,http://psyarxiv.com/saz75/,none,BF,Multilevel Bayesian models,https://osf.io/d8z4a/?view_only=23420bf5c72d4d79a333d5a934d18cfd,excluded,Not an OLS model,not OLS
u01329,NA,unpublished,Consciousness can overflow report: novel evidence from attribute amnesia of a single stimulus,http://psyarxiv.com/r35ac/,none,Chi-square,Chi-square,https://osf.io/nce7f/?view_only=,excluded,Not an OLS model,not OLS
u01330,NA,unpublished,Automatic Responses to Acoustically Rough Intervals: Evidence from a Word Evaluation task,http://psyarxiv.com/9vr2k/,none,ML,Generalised linear mixed effects model,https://osf.io/3wvtm?view_only=5cbd3e336a95479fb88710824f869cfa,excluded,Not an OLS model,not OLS
p01339,NA,published,Perspective taking in a novel signaling task: Effects of world knowledge and contextual constraint,10.1037/xge0000475,none,ML,Binominal mixed effects regression,https://osf.io/frkeb/,excluded,Not an OLS model,not OLS
r01348,NA,published,Public Acceptance of Covid-19 Lockdown Scenarios,http://psyarxiv.com/3a85z/,none,No models,No models - descriptive only ,NA,excluded,Not an OLS model,not OLS
r01349,NA,published,None the wiser: How adversity type and self-distancing impact change in wisdom following adversity,http://psyarxiv.com/jqymd/,preregistered,ML,Mixed effects models,https://osf.io/mnuq7,excluded,Not an OLS model,not OLS
u01351,NA,unpublished,REDUCED PSYCHEDELIC EFFECTS OF KETAMINE INFUSION AFTER ELECTROCONVULSIVE THERAPY:  A REPORT ON THREE CASES.,http://psyarxiv.com/9w5ub/,none,No models,No models,https://data.mendeley.com/datasets/rf88fks8mt/1,excluded,Not an OLS model,not OLS
r01360,NA,published,Emotion Regulation in Everyday Life: What Can We Learn from Global Self-Reports?,http://psyarxiv.com/cav54/,none,MA,Meta-analysis,NA,excluded,Not an OLS model,not OLS
p01374,NA,published,How prior information and police experience impact decisions to shoot,10.1037/pspa0000130,none,ML,Multilevel models,https://osf.io/9ksf2/,excluded,Not an OLS model,not OLS
p01383,NA,published,A gut-brain neural circuit for nutrient sensory transduction,10.1126/science.aat5236,none,Other ,Other,https://www-science-org.ezproxy.sussex.ac.uk/doi/10.1126/science.aat5236,excluded,Not an OLS model,not OLS
r01397,NA,published,Funny but aversive: A large-scale survey of the emotional response to Covid-19 humor in the Italian population during the lockdown,http://psyarxiv.com/efk93/,none,ML,Mixed effects models,https://osf.io/gj52h/,excluded,Not an OLS model,not OLS
p01403,NA,published,On children's variable success with scalar inferences: Insights from disjunction in the scope of a universal quantifier,10.1016/j.cognition.2018.04.020,none,ML,Generalised linear mixed effects model,https://semanticsarchive.net/Archive/mE0YjdkN/Pagliarini-Bill-Romoli-Tieu-Crain-AcqDistributiveInferences.html,excluded,Not an OLS model,not OLS
u01415,NA,unpublished,"Status, rivalry and admiration-seeking in narcissism and depression: a behavioral study",http://psyarxiv.com/mxve9/,none,ML,Multilevel models ,https://zenodo.org/record/3977825#.Yuw6Yy8w1mA,excluded,Not an OLS model,not OLS
p01431,NA,published,"MorphoLex: A derivational morphological database for 70,000 English words",10.3758/s13428-017-0981-8,none,Other,Other,https://github.com/hugomailhot/MorphoLex-en ,excluded,Not an OLS model,not OLS
u01440,NA,unpublished,Two-Generational Reports of Parenting in Hong Kong and England: Beyond Autonomy Support and Psychological Control,http://psyarxiv.com/j8bct/,none,SEM,SEM path analysis,NA,excluded,Not an OLS model,not OLS
u01442,NA,unpublished,Finding the (most efficient) way out of a maze is easier than asking (good) questions.,http://psyarxiv.com/tdaqg/ ,none,ML,Mixed effects models,https://osf.io/2yqe3/,excluded,Not an OLS model,not OLS
u01443,NA,unpublished,The Ganzflicker Experience: Rhythmic visual flicker induces complex illusions in people with visual imagery but not aphantasia,http://psyarxiv.com/8gz4m/,none,BF,Other,https://osf.io/6dvh9/,excluded,Not an OLS model,not OLS
u01445,NA,unpublished,Boundaries in space and time: iconic biases across modalities,http://psyarxiv.com/mkwaz/,none,ML,Generalised linear mixed effects model,https://osf.io/u5crd/,excluded,Not an OLS model,not OLS
u01451,NA,unpublished,Do particle verbs share a representation with their root verbs? Evidence from structural priming,http://psyarxiv.com/g37ha/,preregistered,ML,Mixed effects logit,https://osf.io/ven37/,excluded,Not an OLS model,not OLS
p01467,NA,published,Women's voice pitch lowers after pregnancy,10.1016/j.evolhumbehav.2018.04.002,none,ML,Mixed effects models,https://sro.sussex.ac.uk/id/eprint/74811/,excluded,Not an OLS model,not OLS
u01474,NA,unpublished,"Gender at the interface of culture and language:  Conceptual variation between Italian, Dutch, and English",http://psyarxiv.com/dpa8s/,none,FA,Factor analysis + correlations,https://osf.io/zdnhb/,excluded,Not an OLS model,not OLS
p01490,NA,published,Why do personality traits predict scholastic performance? A three-wave longitudinal study,10.1016/j.jrp.2018.04.006,none,ML,Longitudinal SEM,https://osf.io/geyqh/?view_only=26847afbcbcc4189b3e733130d26e105,excluded,Not an OLS model,not OLS
u01491,NA,unpublished,Dynamic Reciprocal Relations of Achievement Goal Orientations with Daily Experiences of Success and Failure: An Ambulatory Assessment Study,http://psyarxiv.com/uypex/,none,SEM,SEM,NA,excluded,Not an OLS model,not OLS
u01503,NA,unpublished,Multiple Dimensions of Semantic and Perceptual Similarity Contribute to Mnemonic Discrimination,http://psyarxiv.com/qt5wc/,preregistered,ML,Mixed effects models,https://osf.io/ndk83/,excluded,Not an OLS model,not OLS
u01515,NA,unpublished,Assortative mate preferences for height do not differ for short- versus long-term relationships (pre-print 08.2020),http://psyarxiv.com/wjeq7/,none,ML,Multilevel models,https://osf.io/ah97w/,excluded,Not an OLS model,not OLS
u01516,NA,unpublished,Contributions from resting state functional connectivity and familial risk to early adolescent-onset MDD: Results from the Adolescent Brain Cognitive Development study,http://psyarxiv.com/ypr6d/,preregistered,ML,Mixed effects models,NA,excluded,Not an OLS model,not OLS
p01563,NA,published,Causal strength induction from time series data,10.1037/xge0000423,none,ML,Time series analysis,https://osf.io/9avdm/,excluded,Not an OLS model,not OLS
r01575,NA,published,Images of the unseen: Extrapolating visual representations for abstract and concrete words in a data-driven computational model,http://psyarxiv.com/8e7x3/,none,ML,Mixed effects logit,https://osf.io/45hdz/,excluded,Not an OLS model,not OLS
p01588,NA,published,Is very low infant birth weight a predictor for a five-year course of depression in parents? A latent growth curve model,10.1016/j.jad.2017.12.020,none,ML,Latent growth model,NA,excluded,Not an OLS model,not OLS
p01590,NA,published,Association of the polygenic scores for personality traits and response to selective serotonin reuptake inhibitors in patients with major depressive disorder,10.3389/fpsyt.2018.00065,none,ML,Logistic regression,"https://tweelingenregister.vu.nl/gpc

https://thessgac.com ",excluded,Not an OLS model,not OLS
r01594,NA,published,From whom do we learn group norms? Low-ranking group members are perceived as the best sources,http://psyarxiv.com/vbtqr/,preregistered,ML,Mixed effects models,https://osf.io/r5uxa/?view_only=5a0976e491d5486d9e2b5e0dd413a7ef,excluded,Not an OLS model,not OLS
u01602,NA,unpublished,Assessing the impact of previous experience on lie effects. Evidence from a transfer paradigm.,http://psyarxiv.com/w4j6s/,none,ML,Linear mixed effects models,https://osf.io/rv7sk/,excluded,Not an OLS model,not OLS
r01611,NA,published,Developmental trajectories in the understanding of everyday uncertainty terms,https://doi.org/10.1111/tops.12564,none,Other ,Other,https://osf.io/ndg79/,excluded,Not an OLS model,not OLS
u01636,NA,unpublished,The repulsion effect in preferential choice and its relation to perceptual choice,http://psyarxiv.com/hmzsx/,preregistered,BF,Bayesian estimation,https://osf.io/rm854/,excluded,Not an OLS model,not OLS
p01665,NA,published,Common variant in <i>PLD3</i> influencing cerebrospinal fluid total tau levels and hippocampal volumes in mild cognitive impairment patients from the ADNI cohort,10.3233/JAD-180431,none,Mixed effects models,Mixed effects models,http://adni.loni.usc.edu ,excluded,Not an OLS model,not OLS
u01699,NA,unpublished,Cognitive efficiency beats subtraction-based metrics as a reliable individual difference dimension relevant to self-control,http://psyarxiv.com/qp2ua/,none,FA,Factor analysis,https://osf.io/dyr6b/,excluded,Not an OLS model,not OLS
r01702,NA,published,"Collective Narcissism, In-Group Satisfaction, and Solidarity in the Face of COVID-19",http://psyarxiv.com/j6ut3/,none,SEM,SEM,https://osf.io/az4fc/?view_only=276c7d44ed994504a7d42508ca20723a,excluded,Not an OLS model,not OLS
r01721,NA,published,How origin stories shape children's social reasoning,https://doi.org/10.1016/j.cogdev.2020.100962,none,ML,Generalised linear mixed effects model,NA,excluded,Not an OLS model,not OLS
u01733,NA,unpublished,Validating the Iowa Test of Consonant Perception,http://psyarxiv.com/wxd93/,none,ML,Generalised linear mixed effects model,https://osf.io/yunhp/,excluded,Not an OLS model,not OLS
p01734,NA,published,The Achievement Pride Scales (APS),10.1027/1015-5759/a000325,none,ML,CFA + path analysis,"http://dx.doi.org/10.6084/m9.figshare.1237102 

http://dx.doi.org/10.6084/m9.figshare.1237101 

http://dx.doi.org/10.6084/m9.figshare.1237100",excluded,Not an OLS model,not OLS
r01735,NA,published,Deep neural network explains human visual categorisation using similar functional features,http://psyarxiv.com/jv3r2/,none,Machine learning,Deep Neural Network,https://osf.io/7yx28/,excluded,Not an OLS model,not OLS
r01751,NA,published,Co-speech gestures are a window into the effects of Parkinson's disease on action representations,http://psyarxiv.com/hjmry/,none,ML,Mixed effects models,https://osf.io/dmry9/,excluded,Not an OLS model,not OLS
p01756,NA,published,Student satisfaction and loyalty in Denmark: Application of EPSI methodology,10.1371/journal.pone.0189576,none,ML,SEM,https://easy.dans.knaw.nl/ui/datasets/id/easy-dataset:76350,excluded,Not an OLS model,not OLS
u01775,NA,unpublished,The Effects of Dyadic Conversations on Coronavirus-Related Belief Change,http://psyarxiv.com/9zyk2/,none,ML,Mixed effects models,https://osf.io/sk4dt/,excluded,Not an OLS model,not OLS
u01783,NA,unpublished,Dog and owner characteristics predict obedience and impulsivity,http://psyarxiv.com/p4dc7/,none,Machine learning,Machine learning,https://osf.io/cvjt7/,excluded,Not an OLS model,not OLS
u01797,NA,unpublished,Task-specific iconic gesturing during spoken discourse in aphasia,http://psyarxiv.com/s4mhj/,none,NP,Wilcoxon + Kruskal-Wallis,https://aphasia.talkbank.org,excluded,Not an OLS model,not OLS
u01803,NA,unpublished,â€œWhere Are The . . .Fixations?â€: Grammatical Number Cues Guide Anticipatory Fixations To Upcoming Referents And Reduce Lexical Competition,http://psyarxiv.com/pge7k/,preregistered,ML,Linear mixed effects models,https://osf.io/4ztd9/,excluded,Not an OLS model,not OLS
p01809,NA,published,The keybox: Shape-frame fitting during tool use in Goffin's cockatoos ( <i>Cacatua goffiniana</i>),10.1371/journal.pone.0186859,none,ML,Generalised linear mixed effects model,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0186859#sec026,excluded,Not an OLS model,not OLS
u01821,NA,unpublished,Face Perception In Tetrastable Visual Awareness,http://psyarxiv.com/urg27/,none,No models,No models,NA,excluded,Not an OLS model,not OLS
u01832,NA,unpublished,Bilingual adjusted vocabulary: A developmentally-informed bilingual vocabulary measure,http://psyarxiv.com/x7s4u/,none,ML,Mixed effects models,https://osf.io/m4pw2/?view_only=105a1318b5524c42bb7c31a50c79c62e,excluded,Not an OLS model,not OLS
u01838,NA,unpublished,High Replicability of Newly-Discovered Social-behavioral Findings is Achievable,http://psyarxiv.com/n2a9x/,preregistered,ML,Multilevel models + meta-analysis,https://osf.io/6t9vm/files/,excluded,Not an OLS model,not OLS
r01854,NA,published,Retrospective National Economic Appraisals and Shifts in Vote Preference Over Time During Political Campaigns,http://psyarxiv.com/zan7g/,none,ML,Multilevel logistic regression,https://electionstudies.org/data-center/,excluded,Not an OLS model,not OLS
r01879,NA,published,Many ways to sound good: Superior decoding of positive emotions from nonverbal vocalisations compared to speech prosody,http://psyarxiv.com/jqf8h/,preregistered,ML,Generalised linear mixed effects model,https://osf.io/dvb5r/?view_only=6ba8056f2f564d4b9d9d21b9c4014de4,excluded,Not an OLS model,not OLS
p01888,NA,published,Chronset: An automated tool for detecting speech onset,10.3758/s13428-016-0830-1,none,Other ,Machine learning,NA,excluded,Not an OLS model,not OLS
p01895,NA,published,Is romantic desire predictable? Machine learning applied to initial romantic attraction,10.1177/0956797617714580,none,Other ,Machine learning,https://osf.io/4d3b9/,excluded,Not an OLS model,not OLS
p01900,NA,published,Metro passengers' route choice model and its application considering perceived transfer threshold,10.1371/journal.pone.0185349,none,SEM,SEM,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0185349#sec015,excluded,Not an OLS model,not OLS
r01946,NA,published,Context-aware experience sampling reveals the scale of variation in affective experience,http://psyarxiv.com/cvjb8/,none,Other ,Other,https://osf.io/nczvt/,excluded,Not an OLS model,not OLS
p01979,NA,published,"Prevalence and factors associated with recent intimate partner violence and relationships between disability and depression in postpartum women in one clinic in eThekwini Municipality, South Africa",10.1371/journal.pone.0181236,none,ML,Logistic regression,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0181236#sec009,excluded,Not an OLS model,not OLS
p01993,NA,published,Individual differences in the Simon effect are underpinned by differences in the competitive dynamics in the basal ganglia: An experimental verification and a computational model,10.1016/j.cognition.2017.03.001,none,Other ,Computational modelling,https://github.com/UWCCDL/PSS_Simon/,excluded,Not an OLS model,not OLS
u02001,NA,unpublished,Cognitive pathways to belief in karma and belief in God,http://psyarxiv.com/39egn/,preregistered,SEM,SEM,https://osf.io/c542h/,excluded,Not an OLS model,not OLS
r02006,NA,published,The Impact of Race on Speech Perception and Accentedness Judgments in Racially Diverse and Non-Diverse Groups,https://doi.org/10.1093/applin/amab072,none,ML,Mixed effects models,NA,excluded,Not an OLS model,not OLS
p02010,NA,published,Adaptive and non-adaptive models of depression: A comparison using register data on antidepressant medication during divorce,10.1371/journal.pone.0179495,none,Other ,Computational modelling,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0179495#sec022,excluded,Not an OLS model,not OLS
u02012,NA,unpublished,Moral judgements of fairness-related actions are flexibly updated to account for contextual information,http://psyarxiv.com/mkfe9/,none,PCA,Principal components analysis,https://osf.io/xcbuh/,excluded,Not an OLS model,not OLS
u02016,NA,unpublished,The Acquisition of Culturally Patterned Attention Styles under Active Inference,http://psyarxiv.com/rchaf/,none,Other,Other,https://github.com/BerenMillidge/MaterialCulture,excluded,Not an OLS model,not OLS
r02019,NA,published,The Zoo Task: A Novel Metacognitive Problem-Solving Task Developed with a Sample of African American Children from Schools in High Poverty Communities,http://psyarxiv.com/78y96/,none,FA,Factor analysis + correlations,https://osf.io/gkac3/,excluded,Not an OLS model,not OLS
u02029,NA,unpublished,"Perla: A Conversational Agent for Depression Screening in Digital Ecosystems. Design, Implementation and Validation",http://psyarxiv.com/nfas4/,preregistered,Machine learning,Machine learning + scale development,NA,excluded,Not an OLS model,not OLS
u02047,NA,unpublished,Motion-Induced Blindness as a Tool to Measure Attentional Biases and the Link to Attention-Deficit/Hyperactivity Traits,http://psyarxiv.com/gny6r/,none,ML,Linear mixed effects models,https://osf.io/k8yg4/,excluded,Not an OLS model,not OLS
u02050,NA,unpublished,Short Messages Encouraging Compliance with COVID-19 Public Health Guidelines Have Minimal Persuasive Effects,http://psyarxiv.com/g93zw/,preregistered,ML,Mixed effects models,https://osf.io/eqr4w/,excluded,Not an OLS model,not OLS
u02055,NA,unpublished,Fluctuations in grandiose and vulnerable narcissistic states: A momentary perspective,http://psyarxiv.com/8gkpm/,none,ML,Multilevel + cross-lagged effects,https://osf.io/c9uea/,excluded,Not an OLS model,not OLS
p02064,NA,published,"Long-term-stability of relationship structure in family groups of common marmosets, and its link to proactive prosociality",10.1016/j.physbeh.2017.01.032,none,Other ,Permutation based linear models,https://www.sciencedirect.com/science/article/pii/S0031938417300240?via%3Dihub#s0050,excluded,Not an OLS model,not OLS
u02103,NA,unpublished,Do Introverts Enjoy Solitude? An Investigation of Personality Predictors of Motivation for Spending Time Alone,http://psyarxiv.com/sjcwg/,none,ML,Mixed effects models,https://osf.io/dy34p/?view_only=fcb98c41581c49ef9c2fd8c6765d6467,excluded,Not an OLS model,not OLS
u02112,NA,unpublished,Eye movements reflect adaptive predictions and predictive precision,http://psyarxiv.com/gh7a5/,preregistered,ML,Mixed effects models,https://osf.io/admsb/,excluded,Not an OLS model,not OLS
u02137,NA,unpublished,Smaller is better: Associations between personality and demographics are improved by examining narrower traits and regions,http://psyarxiv.com/dpmg2/,none,ML,Multilevel models,https://osf.io/mfjuy/ ,excluded,Not an OLS model,not OLS
u02147,NA,unpublished,Predicting takeover response to silent automated vehicle failures,http://psyarxiv.com/bv2pt/,preregistered,Bayesian estimation,Bayesian hierarchical models,https://osf.io/pq75t/,excluded,Not an OLS model,not OLS
p02159,NA,published,Abnormal brain responses to action observation in complex regional pain syndrome,10.1016/j.jpain.2016.10.017,none,Other ,Machine learning,NA,excluded,Not an OLS model,not OLS
r02166,NA,published,From a molar to a molecular approach to the developmental trajectory of syntax comprehension by persons with intellectual disability,http://psyarxiv.com/vsu7x/,none,Robust,Robust regression,NA,excluded,Not an OLS model,not OLS
p02175,NA,published,The utility of the family empowerment scale with custodial grandmothers,10.1177/0733464815608492,none,FA,Factor analysis,NA,excluded,Not an OLS model,not OLS
r02179,NA,published,Dispositional Attachment Style Moderates the Effects of Physiological Coregulation on Short-Term Changes in Attachment Anxiety and Avoidance,http://psyarxiv.com/my8kz/,none,SEM,Bayesian SEM,"http://d-scholarship.pitt.edu/35390/

http://d-scholarship.pitt.edu/35398/",excluded,Not an OLS model,not OLS
p02223,NA,published,"Donor fragmentation, aid shocks, and violent political conflict",10.1177/0022002715595701,none,ML,Logit models + mediation,NA,excluded,Not an OLS model,not OLS
p02227,NA,published,Perceived dual method responsibilities by relationship type among African-American male adolescents,10.1016/j.jadohealth.2016.10.017,none,ML,Logistic regression,NA,excluded,Not an OLS model,not OLS
p02231,NA,published,Discussing sexuality with patients with Parkinson's disease: A survey among Dutch neurologists,10.1007/s00702-016-1655-x,none,NP,Mann-Whitney test,NA,excluded,Not an OLS model,not OLS
r02255,NA,published,The Psychological Impact of Threat & Lockdown During the COVID-19 Pandemic,http://psyarxiv.com/c8weq/,preregistered,SEM,SEM,https://github.com/cjvanlissa/coping_covid,excluded,Not an OLS model,not OLS
u02263,NA,unpublished,"Confidence in subjective pain: Exploring associations between confidence, eye fixations, and reaction time during pain-related decision making",http://psyarxiv.com/7cnha/,none,ML,Generalised linear mixed effects model,https://osf.io/s46pr/,excluded,Not an OLS model,not OLS
u02266,NA,unpublished,Dark and bright patterns in cookie consent requests,http://psyarxiv.com/gqs5h/,preregistered,Bayesian estimation,Regression + bayesian regression,https://osf.io/bfdvy/ ,excluded,Not an OLS model,not OLS
u02270,NA,unpublished,Children use inverse planning to detect social transmission in design of artifacts,http://psyarxiv.com/my6ba/,none,ML,Generalised linear mixed effects model,https://osf.io/zxw6e/,excluded,Not an OLS model,not OLS
p02273,NA,published,Path-to-citizenship or deportation? How elite cues shaped opinion on immigration in the 2010 U.S. House elections,10.1007/s11109-016-9352-x,none,ML,Poportional odds,https://dataverse.harvard.edu/dataverse/jjm%5fpolbeh,excluded,Not an OLS model,not OLS
u02279,NA,unpublished,Development and validation of the Avoidance of Respiratory Viral  Infection Scale (ARVIS),http://psyarxiv.com/dkc7m/,NA,FA,Factor analysis,NA,excluded,Not an OLS model,not OLS
u02280,NA,unpublished,WALD-EM: Wald Accumulation for Locations and Durations of Eye Movements,http://psyarxiv.com/2s48r/,none,Bayesian estimation,Bayesian estimation,https://github.com/Kucharssim/WALD-EM,excluded,Not an OLS model,not OLS
p02283,NA,published,Does mandatory diversion to drug treatment eliminate racial disparities in the incarceration of drug offenders? An examination of California's Proposition 36,10.1007/s10940-016-9293-x,none,ML,Non-parametric logistic regression,NA,excluded,Not an OLS model,not OLS
u02301,NA,unpublished,Bilingual social cognition: Investigating the relationship between bilingual language experience and mentalizing,http://psyarxiv.com/nbsxh/,none,ML,Mixed effects models,https://osf.io/hu7qj/,excluded,Not an OLS model,not OLS
p02317,NA,published,How the twain can meet: Prospect theory and models of heuristics in risky choice,10.1016/j.cogpsych.2017.01.001,none,Other ,Computational modelling,NA,excluded,Not an OLS model,not OLS
p02322,NA,published,Motivators and barriers to engaging in healthy eating and physical activity: A cross-sectional survey in young adult men,10.1177/1557988316680936,none,Chi-square,Chi-square,NA,excluded,Not an OLS model,not OLS
r02328,NA,published,Using Generalizability Theory and the ERP Reliability Analysis (ERA) Toolbox for Assessing Test-Retest Reliability of ERP Scores Part 2: Application to Food-Based Tasks and Stimuli,https://doi.org/10.1016/j.ijpsycho.2021.02.015,none,Other ,Other,NA,excluded,Not an OLS model,not OLS
p02337,NA,published,Evolution of kin recognition mechanisms in a fish,10.1007/s10071-016-1058-2,none,Simulations,Simulations,NA,excluded,Not an OLS model,not OLS
u02374,NA,unpublished,Familiar faces as islands of expertise,http://psyarxiv.com/n2eug/,none,ML,Linear mixed effects models,https://osf.io/rz24m/,excluded,Not an OLS model,not OLS
u02377,NA,unpublished,Beliefs in COVID-19 conspiracy theories predict lower level of compliance with the preventive measures both directly and indirectly by lowering trust in government medical officials,http://psyarxiv.com/yevq7/,none,ML,Mediation in lavaan,https://figshare.com/articles/dataset/DATASET_Beliefs_in_COVID-19_conspiracy_theories_predict_lower_level_of_compliance_with_the_preventive_measures_both_directly_and_indirectly_by_lowering_trust_in_government_medical_officials/12651371,excluded,Not an OLS model,not OLS
u02399,NA,unpublished,A network analytic approach to measuring emotional granularity,http://psyarxiv.com/yt9cv/,none,Other ,Network analysis,NA,excluded,Not an OLS model,not OLS
u02407,NA,unpublished,Exposure to Descriptions of Traumatic Events  Narrows One‚Äôs Concept of Trauma,http://psyarxiv.com/spd37/,preregistered,ML,Generalised linear mixed effects model,https://osf.io/f6c97/,excluded,Not an OLS model,not OLS
u02417,NA,unpublished,Regret in Experience-Based Decisions: The Effects of Expected Value Differences and Mixed Gains and Losses,http://psyarxiv.com/xaeyn/,none,BF,Bayesian logistic regression,https://osf.io/bp3cx/,excluded,Not an OLS model,not OLS
p02420,NA,published,Variations in performance of mental health providers in the English NHS: An analysis of the relationship between readmission rates and length-of-stay,10.1007/s10488-015-0711-4,none,ML,Multilevel generalised linear model,NA,excluded,Not an OLS model,not OLS
r02440,NA,published,Exposure to dialect variation in an artificial language prior to literacy training impairs reading of words with competing variants but does not affect decoding skills,https://doi.org/10.1037/xlm0001094,preregistered,Bayesian estimation,Bayesian estimation,https://osf.io/zp5nb/,excluded,Not an OLS model,not OLS
p02444,NA,published,Tracking thoughts: Exploring the neural architecture of mental time travel during mind-wandering,10.1016/j.neuroimage.2016.12.031,none,NP,Wilcoxon-signed ranks,NA,excluded,Not an OLS model,not OLS
u02470,NA,unpublished,Peripersonal Space from a multisensory perspective: the distinct effect of the visual and tactile components of Visuo-Tactile stimuli,http://psyarxiv.com/358xc/,none,Bayesian estimation,Bayesian hierarchical models,https://osf.io/z3pfa/,excluded,Not an OLS model,not OLS
p02527,NA,published,Physician agency and patient survival,10.1016/j.jebo.2016.11.011,none,ML,Mixed effects models,NA,excluded,Not an OLS model,not OLS
r02540,NA,published,Moral Language Use by U.S. Political Elites,http://psyarxiv.com/a9h83/,none,ML,Mixed effects models,https://github.com/yoelinbar/moral-language/blob/master/Twitter/scripts/topic_modelling.R,excluded,Not an OLS model,not OLS
p02559,NA,published,Asymmetry in visual information processing depends on the strength of eye dominance,10.1016/j.neuropsychologia.2017.01.015,none,Other ,Non-parametrics robust mixed ANOVA,NA,excluded,Not an OLS model,not OLS
u02568,NA,unpublished,Should I stay or should I go? Evidence accumulation drives decision making in human drivers,http://psyarxiv.com/p8dxn/,none,ML,Mixed effects models,https://osf.io/x3ns6/,excluded,Not an OLS model,not OLS
r02600,NA,published,"Presence, flow, and narrative absorption: an interdisciplinary theoretical exploration with a new spatiotemporal integrated model based on predictive processing",https://doi.org/10.12688/openreseurope.13193.1,none,No models,No models,https://osf.io/rbz8g/,excluded,Not an OLS model,not OLS
u02614,NA,unpublished,Evaluating maternal psychopathology biases in reports of child temperament: An investigation of measurement invariance,http://psyarxiv.com/tnwqs/,none,FA,Factor analysis,NA,excluded,Not an OLS model,not OLS
p02617,NA,published,Activity/rest cycle and disturbances of structural backbone of cerebral networks in aging,10.1016/j.neuroimage.2016.09.051,none,Other ,Permutation based linear models,NA,excluded,Not an OLS model,not OLS
p02631,NA,published,Emotional memory: No source memory without oldâ€“new recognition,10.1037/emo0000211,none,Other ,Unknown significance test with bootstrapped SEs,NA,excluded,Not an OLS model,not OLS
u02650,NA,unpublished,Appealing to economic (vs. health) risk may be more effective to fight COVID-19: A multilevel analysis in 24 countries,http://psyarxiv.com/tkq5r/,none,ML,Multilevel models,https://osf.io/u26aj/,excluded,Not an OLS model,not OLS
p02653,NA,published,Validation of the French versions of the Hirschsprung's disease and Anorectal malformations Quality of Life (HAQL) questionnaires for adolescents and adults,NA,French Clinical Trial Register,Other ,Scale development ,NA,excluded,Not an OLS model,not OLS
