IDs,age,ageDifference,gender,genderDifference,issue,opinionFirst_1,opinionFirst_2,opinionFirst_3,opinionFirst_4,opinionFirst_5,opinionSecond_1,opinionSecond_2,opinionSecond_3,opinionSecond_4,opinionSecond_5,fullLiking_1,fullLiking_2,fullLiking_3,fullLiking_4,fullLiking_5,liking,similarity
8376,24,NaN,0,NaN,0,1,-1,1,1,1,1,1,-1,-1,-1,5,4,3,5,4,3.5,1
8417,34,-11,0,1,0,1,1,1,1,-1,1,-1,1,1,-1,5,4,4,5,3,4,4
8385,47,-11,1,0,0,0,-1,-1,1,1,1,1,1,1,-1,5,5,5,5,4,5,1
8413,53,-4,1,1,0,1,1,1,1,-1,0,-1,1,1,-1,4,3,3,5,3,3,3
8351,45,-17,0,0,0,-1,-1,-1,-1,-1,-1,1,-1,1,-1,5,4,4,5,4,4,3
8386,53,NaN,1,NaN,0,1,1,1,-1,-1,1,-1,1,-1,1,4,3,3,4,3,3,3
8262,24,-5,1,1,0,-1,1,-1,-1,-1,1,-1,1,1,-1,5,4,4,5,4,4,1
8382,30,NaN,0,NaN,0,0,0,0,0,0,0,1,-1,1,1,4,2,2,4,2,2,0
8316,18,25,1,0,0,-1,1,-1,0,1,-1,1,-1,1,1,5,4,3,4,3,3.5,4
8496,33,-3,0,0,0,1,1,-1,1,-1,0,0,-1,1,-1,4,3,3,4,3,3,3
8312,31,0,1,0,0,1,1,1,1,-1,1,1,1,0,1,5,4,3,4,3,3.5,3
8416,32,-7,1,1,0,-1,-1,0,-1,-1,1,-1,-1,1,0,5,4,3,5,1,3.5,1
8335,21,NaN,0,NaN,0,-1,-1,-1,1,1,1,0,-1,1,-1,5,4,5,5,4,4.5,2
8348,50,NaN,1,NaN,0,1,1,1,-1,1,1,0,1,1,1,5,5,5,5,5,5,3
8345,28,2,1,0,0,-1,1,1,-1,-1,-1,1,1,1,-1,4,3,3,4,2,3,4
8344,27,15,0,0,0,1,1,0,-1,1,1,-1,1,-1,1,5,5,5,5,2,5,3
8341,58,-23,0,1,0,0,-1,1,-1,0,1,1,1,-1,-1,5,5,4,4,1,4.5,2
8411,34,-7,0,1,0,-1,1,-1,1,-1,1,1,1,-1,-1,5,4,4,5,1,4,2
8412,31,NaN,1,NaN,0,0,1,0,1,0,0,0,0,-1,0,5,4,4,5,4,4,0
8431,52,-29,1,1,0,1,1,1,-1,0,1,1,0,-1,0,4,3,4,5,3,3.5,3
8436,25,7,0,0,0,-1,0,-1,1,0,-1,1,-1,-1,-1,4,3,3,5,3,3,2
6156,40,NaN,1,NaN,1,-1,-1,0,1,0,-1,-1,1,1,1,5,4,4,4,3,4,3
6091,51,-16,1,1,1,1,0,1,1,1,0,1,1,-1,1,5,5,5,5,5,5,2
6129,35,NaN,1,NaN,1,1,1,0,-1,0,1,1,-1,-1,1,5,5,5,5,1,5,3
6127,22,19,1,1,1,1,0,1,-1,0,-1,0,-1,-1,1,4,5,5,5,3,5,1
6128,33,-10,1,0,1,1,1,-1,-1,0,-1,1,-1,-1,1,4,3,2,5,1,2.5,3
6118,50,-31,1,1,1,-1,-1,1,-1,0,-1,1,1,-1,1,4,3,3,4,4,3,3
6064,22,22,0,1,1,1,1,1,-1,-1,1,0,-1,-1,0,4,3,4,4,3,3.5,2
6105,45,-20,1,0,1,-1,1,1,-1,1,-1,-1,-1,-1,1,5,5,4,4,3,4.5,3
6078,54,-32,1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,5,4,4,5,3,4,2
6136,27,9,0,1,1,1,-1,-1,-1,1,-1,0,-1,-1,1,4,3,3,3,1,3,3
6350,20,4,0,1,1,-1,1,-1,-1,0,1,1,1,-1,-1,5,5,5,5,3,5,2
6352,21,9,1,0,1,-1,0,0,1,0,-1,1,0,1,-1,4,3,3,4,1,3,2
6087,49,-10,0,1,1,1,1,1,-1,-1,1,0,1,-1,1,3,3,4,5,3,3.5,3
6359,28,3,1,1,1,0,1,-1,1,0,0,1,-1,-1,0,4,4,4,5,4,4,2
6349,46,NaN,1,NaN,1,0,0,-1,-1,0,1,1,1,-1,0,5,5,5,5,5,5,1
6357,27,-8,1,1,1,-1,1,1,-1,1,1,1,1,-1,0,5,4,3,4,4,3.5,3
6356,27,NaN,0,NaN,1,1,1,0,1,1,1,1,1,-1,0,5,5,5,5,3,5,2
6359,31,-3,1,1,1,0,1,-1,-1,0,0,1,-1,1,0,4,3,4,5,3,3.5,2
6139,27,-2,1,0,1,1,1,1,-1,-1,1,-1,0,-1,1,5,5,5,5,4,5,2
6353,27,-1,0,0,1,1,1,1,-1,-1,-1,1,-1,-1,1,4,4,4,4,3,4,2
6061,42,-19,1,1,1,-1,0,0,0,1,1,1,0,1,0,4,3,3,4,1,3,0
6060,43,-18,0,0,1,-1,1,0,1,1,-1,1,0,1,1,3,3,3,3,2,3,4
6118,19,31,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,0,5,5,5,5,5,5,3
6060,25,18,1,0,1,0,1,1,1,-1,-1,1,0,1,1,4,4,3,4,3,3.5,2
6415,26,1,0,1,1,0,-1,1,-1,0,-1,1,-1,-1,1,5,5,5,5,5,5,1
6383,31,NaN,0,NaN,1,0,1,1,-1,0,1,1,1,1,-1,5,5,5,5,5,5,2
6416,24,13,0,0,1,-1,1,-1,-1,0,1,1,1,-1,-1,4,4,4,4,2,4,2
6361,44,-8,1,0,1,0,1,0,-1,0,-1,-1,1,-1,-1,5,5,5,5,4,5,1
6362,46,-9,0,1,1,-1,-1,1,1,0,1,-1,-1,-1,-1,3,4,3,4,3,3.5,1
6175,42,-4,1,1,1,-1,1,1,-1,1,1,-1,-1,-1,1,3,1,2,2,1,1.5,2
6174,32,15,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,5,5,4,4,4,4.5,5
6401,35,NaN,0,NaN,1,-1,0,-1,-1,0,-1,1,1,1,1,4,5,5,5,5,5,1
6427,47,-4,0,1,1,1,1,-1,-1,1,1,1,1,-1,1,3,4,4,5,2,4,4
6423,31,4,1,1,1,-1,1,1,-1,0,1,1,1,-1,0,4,3,4,4,3,3.5,3
6275,22,4,1,1,1,0,1,-1,0,0,1,-1,-1,-1,1,4,3,3,5,3,3,1
6378,25,0,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,5,5,5,5,3,5,5
6378,25,0,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,5,5,5,5,5,5,5
6422,48,-12,0,1,1,-1,1,-1,1,1,-1,1,-1,1,1,5,5,5,5,2,5,5
6390,25,-1,1,1,1,-1,-1,1,-1,0,0,0,-1,-1,0,5,2,4,5,3,3,1
6390,24,1,1,1,1,0,0,-1,-1,0,-1,-1,1,-1,0,5,5,5,5,3,5,1
6448,53,-27,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,1,4,3,3,4,4,3,2
6446,50,-19,0,1,1,1,1,1,-1,0,-1,-1,-1,1,-1,4,3,4,5,3,3.5,0
6449,42,-9,1,0,1,1,1,1,-1,-1,-1,1,-1,-1,1,3,3,3,4,2,3,2
6137,50,-22,1,0,1,-1,1,-1,-1,1,0,-1,0,-1,1,4,4,5,5,4,4.5,2
6125,34,5,1,0,1,1,1,1,-1,-1,0,-1,-1,-1,0,4,3,4,4,1,3.5,1
6154,41,-12,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,1,4,2
6385,31,-8,1,0,1,-1,-1,-1,-1,0,1,1,1,-1,0,5,4,4,5,3,4,1
6386,24,NaN,0,NaN,1,-1,-1,1,-1,0,-1,1,0,-1,-1,3,4,4,3,3,4,2
6345,33,-2,0,0,1,1,1,1,-1,-1,1,1,1,-1,0,4,4,4,5,4,4,4
6346,29,-9,1,1,1,-1,0,1,-1,0,1,1,1,-1,0,3,2,2,3,2,2,2
6143,29,-9,1,1,1,-1,0,-1,-1,0,-1,0,1,1,1,5,4,4,5,1,4,1
6224,33,22,1,1,1,-1,1,-1,-1,1,-1,0,1,0,1,5,5,5,5,3,5,2
6223,51,-4,1,1,1,-1,-1,1,-1,1,1,-1,-1,-1,0,5,5,5,5,5,5,2
6224,55,-22,1,1,1,-1,0,1,0,1,-1,1,-1,-1,1,5,4,5,5,4,4.5,2
6451,37,-6,1,0,1,-1,1,-1,-1,1,-1,0,-1,-1,-1,4,4,4,3,2,4,3
6222,38,NaN,1,NaN,1,1,0,1,-1,1,-1,-1,1,-1,1,4,4,4,5,4,4,3
6138,54,-28,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,4,4,3,5,5,3.5,2
6385,23,8,0,0,1,1,0,1,-1,0,-1,1,-1,-1,0,4,3,3,5,1,3,1
6384,24,NaN,1,NaN,1,-1,1,0,-1,-1,-1,-1,1,-1,0,4,2,1,5,1,1.5,2
6416,37,-13,1,0,1,1,1,1,-1,-1,-1,1,-1,-1,0,5,3,3,4,4,3,2
6256,29,NaN,1,NaN,1,-1,-1,1,1,1,1,-1,-1,-1,1,5,5,5,5,2,5,2
6420,40,14,0,0,1,1,1,-1,1,-1,-1,0,0,1,0,4,4,5,5,4,4.5,1
6223,47,4,1,1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,5,4,3,4,4,3.5,2
6320,27,-2,0,0,1,1,1,1,-1,1,-1,1,1,-1,-1,5,5,5,5,5,5,3
6058,27,16,1,0,1,1,-1,1,-1,1,1,-1,1,-1,-1,5,5,5,5,3,5,4
6176,23,11,1,0,1,-1,-1,1,-1,1,1,1,-1,1,0,5,5,4,5,2,4.5,0
6388,24,NaN,0,NaN,1,0,1,1,-1,0,-1,0,1,1,1,4,5,4,5,5,4.5,1
6435,24,5,0,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,5,5,5,5,2,5,5
6375,23,-1,0,0,1,1,1,1,0,1,-1,1,0,-1,0,4,3,3,5,3,3,1
6434,18,14,0,1,1,0,0,0,0,0,-1,1,-1,-1,1,5,5,5,5,5,5,0
6375,22,1,1,0,1,-1,1,0,-1,0,1,1,1,0,1,5,5,5,5,4,5,1
6459,51,-9,1,1,1,-1,-1,0,1,1,1,-1,1,-1,0,4,3,3,5,4,3,1
6286,47,-20,0,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,4,4,4,5,2,4,4
6328,49,-25,1,0,1,-1,-1,-1,1,0,-1,-1,-1,1,1,5,5,5,5,3,5,4
6440,20,NaN,0,NaN,1,-1,-1,-1,1,1,-1,-1,-1,1,0,4,4,4,4,2,4,4
6457,45,5,0,0,1,-1,0,-1,1,1,0,1,0,1,0,5,3,3,5,2,3,1
6236,33,-1,0,0,1,-1,-1,1,-1,1,0,-1,1,1,1,4,4,3,4,3,3.5,3
6409,32,NaN,1,NaN,1,-1,1,-1,1,1,1,-1,0,-1,0,5,4,4,5,5,4,0
6424,26,1,1,0,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,4,3,3,4,2,3,2
6453,24,5,1,0,1,1,1,1,-1,-1,-1,-1,-1,-1,1,5,4,4,4,2,4,1
6395,28,-2,1,1,1,1,1,-1,-1,0,1,1,-1,-1,1,5,5,5,5,3,5,4
6396,28,3,1,1,1,1,1,0,-1,0,-1,1,-1,-1,-1,5,5,5,5,4,5,2
6433,33,-12,1,1,1,-1,0,-1,-1,-1,1,1,0,-1,-1,5,5,5,5,3,5,2
6457,50,-5,1,0,1,0,1,0,1,0,-1,0,-1,1,1,4,4,4,5,3,4,1
6434,32,-14,0,1,1,-1,1,-1,-1,1,0,0,0,0,0,5,5,5,5,5,5,0
6210,35,-11,0,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,5,5,5,5,1,5,2
6450,34,NaN,1,NaN,1,0,1,-1,-1,0,1,0,0,-1,-1,5,4,4,4,3,4,1
6179,42,NaN,0,NaN,1,1,-1,0,1,-1,-1,1,1,0,-1,5,4,4,5,4,4,1
6400,34,NaN,1,NaN,1,-1,1,1,1,1,-1,0,-1,-1,0,5,4,4,5,5,4,1
6376,26,-2,0,0,1,1,-1,-1,0,0,-1,1,1,-1,-1,5,5,5,5,5,5,0
6432,27,-3,0,0,1,1,1,-1,-1,1,1,1,1,-1,0,4,5,5,5,4,5,3
6208,27,2,0,0,1,-1,0,0,-1,1,-1,0,-1,-1,0,4,4,4,5,4,4,2
6208,29,-2,1,0,1,-1,0,-1,-1,0,-1,0,0,-1,1,4,3,4,5,5,3.5,2
6374,27,3,1,1,1,-1,1,-1,-1,0,0,1,1,-1,0,5,5,5,5,4,5,2
6373,33,0,1,0,1,1,1,-1,-1,0,1,1,1,-1,-1,5,5,5,5,5,5,3
6372,40,1,0,1,1,-1,1,-1,-1,1,1,1,-1,1,-1,4,4,3,5,1,3.5,2
6226,52,NaN,1,NaN,1,-1,-1,0,1,1,1,0,1,-1,1,5,5,5,5,1,5,1
6421,25,NaN,1,NaN,1,-1,1,1,-1,0,-1,1,-1,1,1,4,3,3,4,3,3,2
6239,21,NaN,0,NaN,1,1,1,1,-1,-1,1,-1,1,-1,1,5,4,5,5,1,4.5,3
6411,32,9,0,0,1,-1,1,1,-1,1,-1,1,-1,-1,1,4,4,4,4,4,4,4
6408,21,NaN,1,NaN,1,-1,0,-1,1,1,-1,1,-1,-1,1,5,5,5,5,3,5,3
6423,35,-4,1,1,1,1,1,1,-1,0,-1,1,1,-1,0,4,4,4,5,4,4,3
6445,53,-25,1,1,1,0,1,1,-1,0,-1,1,-1,-1,1,5,5,5,5,4,5,2
6051,27,24,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,5,5,5,5,4,5,3
6366,22,NaN,1,NaN,1,1,1,1,-1,-1,-1,-1,1,1,1,4,3,2,5,2,2.5,1
6439,46,NaN,1,NaN,1,-1,-1,-1,1,1,-1,-1,-1,1,0,5,4,4,4,5,4,4
6406,54,-25,1,0,1,0,1,1,-1,0,-1,-1,-1,-1,1,5,4,4,4,3,4,1
6447,24,3,1,1,1,1,0,0,1,1,-1,-1,-1,-1,1,5,5,5,5,5,5,1
6367,27,-2,1,1,1,-1,-1,1,-1,0,-1,1,1,1,0,5,5,4,5,5,4.5,2
6210,24,11,0,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,5,4,4,4,3,4,2
6435,29,-5,0,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,3,4,4,5,3,4,5
6459,42,9,1,1,1,1,-1,1,-1,0,-1,-1,0,1,1,3,3,3,3,3,3,1
6176,34,-11,0,0,1,1,1,-1,1,0,-1,-1,1,-1,1,5,4,4,5,5,4,0
6363,39,-5,1,0,1,-1,0,0,1,0,0,1,1,-1,-1,5,3,4,5,3,3.5,0
6442,33,NaN,0,NaN,1,1,1,-1,-1,0,-1,-1,0,1,0,3,3,3,4,2,3,0
6443,32,-8,1,1,1,-1,1,1,1,0,1,1,1,-1,-1,5,4,4,4,5,4,2
6444,41,-13,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,5,4,4,5,4,4,5
6387,23,NaN,0,NaN,1,-1,0,1,1,1,0,1,1,-1,0,5,5,5,5,5,5,1
6365,28,8,0,0,1,-1,1,-1,-1,1,-1,-1,-1,1,1,5,5,5,5,4,5,3
6431,50,-18,0,0,1,1,1,1,-1,-1,1,1,1,1,1,5,4,4,5,4,4,3
6073,42,-13,1,1,1,1,0,1,-1,-1,1,0,1,-1,1,1,3,4,5,3,3.5,3
6051,51,-24,1,1,1,1,-1,1,-1,1,1,1,1,-1,0,5,5,5,5,4,5,3
6263,54,-30,1,0,1,-1,1,-1,1,0,-1,1,1,-1,1,5,5,5,5,5,5,2
6286,27,20,0,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,5,4,4,5,2,4,4
6287,32,-7,1,1,1,1,0,1,-1,0,-1,-1,0,-1,-1,5,5,5,5,5,5,1
6443,24,8,1,1,1,1,1,1,-1,-1,-1,1,1,1,0,4,4,3,4,5,3.5,2
6287,25,7,1,1,1,-1,-1,0,-1,-1,1,0,1,-1,0,5,5,4,5,4,4.5,1
6444,28,13,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,5,5,5,5,5,5,5
6436,31,14,0,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,4,2,3,4,2,2.5,5
6433,21,12,1,1,1,1,1,0,-1,-1,-1,0,-1,-1,-1,5,3,4,5,3,3.5,2
6432,24,3,1,0,1,1,1,1,-1,0,1,1,-1,-1,1,4,3,4,4,3,3.5,3
6084,27,6,0,1,1,-1,1,-1,-1,1,-1,0,1,-1,1,4,3,5,5,2,4,3
6085,25,NaN,1,NaN,1,0,1,-1,-1,1,-1,1,1,1,0,5,5,5,5,4,5,1
6135,25,2,1,1,1,-1,1,1,-1,1,-1,1,1,0,-1,5,4,4,5,3,4,3
6093,24,-4,0,0,1,0,1,1,-1,1,-1,1,1,-1,1,5,5,5,5,4,5,4
6092,24,-2,1,0,1,0,-1,-1,-1,1,1,1,1,0,1,3,2,3,4,4,2.5,1
6397,30,-3,0,0,1,1,1,0,-1,-1,1,1,1,-1,0,4,5,5,5,4,5,3
6437,25,NaN,1,NaN,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,5,2,3,3,3,2.5,4
6145,30,21,0,1,1,-1,-1,1,-1,1,-1,0,-1,1,1,5,4,3,5,4,3.5,2
6068,35,NaN,0,NaN,1,-1,-1,-1,-1,-1,1,0,1,-1,0,4,3,3,5,3,3,1
6095,23,-4,1,1,1,1,1,1,-1,0,-1,1,1,-1,1,4,3,3,5,3,3,3
6098,76,NaN,1,NaN,1,-1,1,-1,1,-1,0,-1,-1,-1,-1,5,3,4,5,4,3.5,2
6139,25,2,0,0,1,1,-1,0,-1,1,1,1,1,-1,-1,5,5,5,5,1,5,2
6352,30,-9,0,0,1,-1,1,0,1,-1,-1,0,0,1,0,4,3,3,4,4,3,2
6061,23,19,1,1,1,1,1,0,1,0,-1,0,0,0,1,5,5,5,5,4,5,0
6136,36,-9,0,1,1,-1,0,-1,-1,1,1,-1,-1,-1,1,4,3,3,5,1,3,3
6135,27,-2,1,1,1,1,1,1,0,-1,-1,1,1,-1,1,5,3,3,5,3,3,2
6105,25,20,0,0,1,-1,-1,-1,-1,1,-1,1,1,-1,1,2,4,3,5,1,3.5,3
6108,22,3,1,0,1,1,1,-1,0,0,1,1,0,-1,-1,5,5,5,5,4,5,2
6102,23,13,1,0,1,-1,1,-1,-1,1,-1,0,1,1,1,3,3,3,4,2,3,2
6143,20,9,1,1,1,-1,0,1,1,1,1,1,1,-1,-1,5,3,3,3,3,3,1
6107,21,28,1,1,1,1,1,1,-1,1,-1,-1,0,-1,-1,3,3,3,3,3,3,1
6107,49,-28,1,1,1,-1,-1,0,-1,-1,1,1,1,-1,1,5,5,5,5,5,5,1
6106,52,NaN,0,NaN,1,1,0,1,-1,1,1,-1,0,1,1,3,4,4,4,4,4,2
6080,20,6,1,1,1,-1,1,-1,-1,0,-1,1,-1,-1,0,5,4,5,5,4,4.5,4
6154,29,12,1,1,1,-1,-1,-1,-1,-1,1,1,0,-1,-1,5,4,4,5,3,4,2
6364,34,-7,1,1,1,-1,0,1,-1,-1,-1,1,-1,-1,0,5,3,3,5,3,3,2
6363,34,5,0,0,1,0,1,1,-1,-1,-1,0,0,1,0,4,5,4,5,1,4.5,0
6257,25,4,1,1,1,0,-1,-1,-1,1,0,-1,-1,1,0,5,5,5,5,4,5,2
6415,27,-1,0,1,1,-1,1,-1,-1,1,0,-1,1,-1,0,5,4,4,5,3,4,1
6414,30,1,1,1,1,1,0,-1,-1,0,1,0,1,-1,-1,4,3,4,5,3,3.5,2
6412,20,14,1,0,1,1,1,1,-1,0,0,1,1,-1,1,4,3,4,3,1,3.5,3
6413,27,6,0,0,1,0,-1,-1,0,1,1,1,1,-1,0,4,3,4,5,3,3.5,0
6272,25,NaN,1,NaN,1,1,1,0,0,0,1,1,1,-1,0,4,5,5,5,5,5,2
6374,30,-3,1,1,1,0,1,1,-1,0,-1,1,-1,-1,0,5,4,4,5,4,4,2
690,25,NaN,0,NaN,1,1,1,1,-1,0,-1,1,1,-1,1,5,5,5,5,5,5,3
6353,26,1,1,0,1,-1,-1,-1,-1,1,1,1,1,-1,-1,4,3,3,4,1,3,1
6355,33,-5,1,0,1,-1,1,-1,-1,0,-1,-1,-1,-1,1,4,4,4,4,3,4,3
6355,28,5,0,0,1,-1,-1,-1,-1,1,-1,1,-1,-1,0,3,3,3,3,3,3,3
6151,60,NaN,1,NaN,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,2
6153,32,NaN,0,NaN,1,1,1,1,-1,0,1,0,-1,-1,-1,4,4,5,5,4,4.5,2
6152,27,NaN,1,NaN,1,-1,-1,1,-1,0,1,1,1,-1,-1,5,4,5,5,4,4.5,2
6091,35,16,1,1,1,0,1,1,-1,1,1,1,1,-1,1,5,5,5,5,4,5,4
6090,38,NaN,1,NaN,1,-1,1,1,-1,1,1,1,1,-1,0,5,4,4,5,2,4,3
6144,30,NaN,1,NaN,1,-1,1,1,1,1,1,1,1,-1,1,5,5,5,5,4,5,3
6138,26,28,1,1,1,-1,1,-1,-1,0,1,1,1,-1,1,3,2,3,3,1,2.5,2
6137,28,22,0,0,1,0,-1,0,-1,1,-1,1,-1,-1,1,5,4,3,5,1,3.5,2
6150,56,-11,0,0,1,-1,0,-1,0,1,-1,0,-1,-1,1,5,5,5,5,5,5,3
6120,43,2,1,1,1,-1,-1,1,1,0,0,-1,-1,1,1,4,4,4,5,4,4,2
6075,29,NaN,1,NaN,1,1,1,1,-1,-1,-1,1,-1,-1,0,4,3,4,4,4,3.5,2
6067,36,-7,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,4,4,3,4,3,3.5,4
6066,31,NaN,0,NaN,1,1,0,1,-1,1,1,1,1,-1,0,4,3,4,4,2,3.5,3
6063,34,2,1,1,1,0,1,1,-1,1,0,1,1,-1,0,5,5,5,5,4,5,3
6064,44,-22,0,1,1,1,0,-1,-1,0,1,1,1,-1,-1,5,5,5,5,3,5,2
6089,35,NaN,1,NaN,1,0,-1,-1,-1,-1,-1,1,-1,1,-1,5,5,4,3,3,4.5,2
6121,46,NaN,1,NaN,1,-1,-1,-1,-1,1,1,0,1,-1,0,4,3,3,4,3,3,1
6120,45,-2,1,1,1,0,-1,-1,1,1,-1,-1,1,1,0,4,4,4,4,4,4,2
6395,26,2,1,1,1,1,1,-1,-1,1,1,1,-1,-1,0,5,5,5,5,4,5,4
6245,48,-27,1,1,1,-1,-1,0,1,1,0,-1,1,-1,1,3,3,3,3,5,3,2
6242,46,-20,1,1,1,-1,1,0,-1,1,-1,-1,-1,1,1,5,4,4,5,4,4,2
6438,33,NaN,0,NaN,1,1,1,1,-1,1,-1,1,-1,-1,1,5,5,5,5,3,5,3
6320,25,2,1,0,1,-1,1,1,-1,-1,1,1,1,-1,1,5,4,5,4,3,4.5,3
6232,23,1,1,1,1,-1,1,-1,1,0,1,1,-1,-1,1,5,5,5,5,5,5,2
6227,30,5,1,0,1,1,1,-1,-1,-1,1,1,1,1,1,5,4,5,5,1,4.5,2
6325,22,3,1,1,1,1,1,1,-1,-1,-1,0,-1,-1,1,4,3,3,5,5,3,1
6425,39,-18,0,1,1,1,1,1,1,1,-1,1,1,1,-1,4,4,4,4,1,4,3
6069,55,-30,1,1,1,-1,-1,-1,1,1,-1,1,1,-1,0,5,5,5,5,5,5,1
6326,25,33,0,0,1,0,1,0,-1,1,1,1,1,-1,-1,5,4,4,5,3,4,2
6325,25,-3,1,1,1,-1,0,-1,-1,1,1,1,1,-1,-1,5,3,3,5,4,3,1
6397,27,3,1,0,1,1,1,1,-1,0,1,1,0,-1,-1,1,1,1,1,1,1,3
6255,26,NaN,2,NaN,1,-1,0,-1,1,0,-1,-1,0,1,0,5,5,5,5,4,5,2
6248,32,NaN,0,NaN,1,-1,-1,-1,-1,1,-1,-1,-1,1,0,5,5,5,5,4,5,3
6398,27,7,0,1,1,1,0,1,-1,0,-1,-1,-1,1,1,3,3,3,5,1,3,0
6396,31,-3,1,1,1,-1,1,-1,-1,-1,1,1,0,-1,0,5,5,5,5,4,5,2
6343,22,13,1,1,1,-1,1,1,-1,0,1,1,1,-1,-1,5,4,4,5,5,4,3
6405,28,NaN,0,NaN,1,-1,-1,-1,-1,1,0,1,1,-1,0,3,3,3,5,1,3,1
6425,21,18,0,1,1,-1,1,1,1,0,1,1,1,1,1,5,5,4,5,4,4.5,3
6389,37,-13,0,0,1,-1,0,0,-1,0,0,0,-1,-1,0,4,5,5,5,5,5,1
6389,24,13,1,0,1,0,0,-1,-1,0,-1,0,0,-1,0,4,5,5,5,3,5,1
6206,48,NaN,0,NaN,1,-1,-1,-1,1,1,-1,0,-1,0,0,5,5,5,5,5,5,2
6058,43,-16,0,0,1,1,-1,1,-1,-1,1,-1,1,-1,1,5,5,5,5,5,5,4
6357,19,8,1,1,1,1,1,1,-1,0,-1,1,1,-1,1,5,3,3,5,3,3,3
6209,27,-1,1,0,1,1,-1,-1,-1,1,1,-1,-1,1,1,5,5,5,5,5,5,4
6233,23,-1,1,0,1,1,1,1,-1,0,-1,0,-1,1,1,4,3,3,5,4,3,0
6406,29,25,0,0,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,5,5,4,5,3,4.5,2
6231,23,NaN,1,NaN,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,4,4,4,4,3,4,5
6232,24,-1,1,1,1,1,1,-1,-1,1,0,1,-1,1,0,4,4,4,4,3,4,2
6245,21,27,1,1,1,0,-1,1,-1,1,-1,-1,0,1,1,2,4,3,3,2,3.5,2
6365,36,-8,1,0,1,-1,-1,-1,1,1,-1,1,-1,-1,1,4,4,5,4,2,4.5,3
6326,58,-33,1,0,1,1,1,1,-1,-1,0,1,0,-1,1,5,3,5,5,3,4,2
6323,38,NaN,1,NaN,1,1,1,1,-1,0,1,1,1,1,0,5,5,5,5,5,5,3
6243,37,13,1,1,1,1,-1,1,-1,1,1,-1,1,-1,1,4,3,4,4,3,3.5,5
6243,50,-13,1,1,1,1,-1,1,-1,1,1,-1,1,-1,1,3,3,3,3,3,3,5
6214,57,NaN,1,NaN,1,1,1,1,0,-1,-1,-1,1,1,1,5,5,5,5,3,5,1
6215,54,NaN,1,NaN,1,1,1,1,-1,-1,1,1,1,-1,0,4,3,3,5,5,3,4
6370,28,-2,1,1,1,0,1,-1,-1,-1,0,1,-1,-1,0,5,5,5,5,5,5,3
6370,26,2,1,1,1,0,1,-1,-1,0,0,1,-1,-1,-1,5,5,5,5,5,5,3
6364,27,7,1,1,1,-1,1,-1,-1,0,-1,0,1,-1,-1,2,3,2,5,1,2.5,2
8379,27,NaN,1,NaN,0,1,1,-1,-1,-1,1,-1,1,1,1,4,4,5,5,2,4.5,1
8374,30,-1,0,0,0,1,1,-1,1,1,0,1,1,-1,0,5,5,4,5,3,4.5,1
8403,27,NaN,1,NaN,0,1,-1,0,1,1,1,0,-1,-1,-1,5,5,4,5,4,4.5,1
8402,21,16,0,0,0,1,0,1,-1,0,-1,0,0,1,-1,5,3,2,3,1,2.5,0
8493,27,-2,0,1,0,1,1,1,-1,1,1,-1,1,-1,1,5,4,5,5,1,4.5,4
8603,22,NaN,1,NaN,0,1,1,-1,-1,1,1,1,1,1,1,5,4,4,5,4,4,3
8510,31,-5,0,0,0,1,0,1,1,1,-1,-1,-1,1,-1,5,4,4,5,4,4,1
8510,26,5,1,0,0,-1,-1,-1,1,-1,1,0,1,1,1,5,4,4,3,3,4,1
8460,49,NaN,1,NaN,0,-1,1,1,-1,-1,0,-1,-1,1,0,4,3,4,5,4,3.5,0
8400,33,NaN,0,NaN,0,0,1,1,0,-1,0,-1,1,1,-1,5,4,4,5,3,4,2
8391,37,11,0,0,0,1,-1,1,1,-1,-1,-1,1,-1,-1,4,2,3,4,2,2.5,3
