Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,LocationLongitude,consent,prolificid,ubinormal_1,ubipandem_1,shirking_1,shirking_2,shirking_3,unfairrich_1,unfairrich_2,unfairrich_3,unfairdesert_1,unfairdesert_2,unfairdesert_3,irrespnsibility_1,irrespnsibility_2,irrespnsibility_3,value_1,value_2,value_3,efficiency_1,efficiency_2,efficiency_3,expense_1,expense_2,expense_3,stress_1,stress_2,stress_3,cheat_1,cheat_2,cheat_3,personalshirking_1,personaldesert_1,personalirrespon_1,personalvalue_1,personalstress_1,sec4_1,sec4_2,sec4_3,age,gender,country,country_3_TEXT,ladder_1,ladder_2,ladder_3,ladder_4,ladder_5,ladder_6,ladder_7,ladder_8,ladder_9,ladder_10,leftright_1,affected_1
231,07/04/2020 21:44,R_rfNL13NTyfOchSV,35.73190308,-81.70909882,"I consent, begin the study",5e49ef269ecb4545d68da33a,61,29,100,100,100,98,99,100,100,100,50,100,100,100,71,72,85,60,76,97,99,100,100,79,77,100,29,28,24,38,100,90,50,100,21,31,50,23,Female,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,90,71
234,07/04/2020 21:44,R_YRiYw9ZjoWgX6ZH,40.01460266,-75.71360016,"I consent, begin the study",5e5311729cac5b32f0b62926,86,92,7,29,28,40,29,44,25,21,19,52,26,25,60,64,78,76,89,100,37,80,99,91,100,100,61,50,50,0,30,0,89,98,71,64,57,19,Male,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,7,75
537,07/04/2020 21:44,R_1lbNHAb475luaLJ,42.67909241,-84.5766983,"I consent, begin the study",pluviamcorvus@gmail.com,100,100,0,34,18,19,82,65,0,100,100,92,98,97,100,100,100,100,100,100,76,89,100,100,100,100,100,93,100,0,0,0,100,100,19,6,5,26,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,,73
656,07/04/2020 21:45,R_AjNUhNNy96BIiIh,33.92630005,-118.0034027,"I consent, begin the study",59dcea883e4b5a00016a991d,81,100,21,21,5,60,62,88,0,0,0,4,6,2,100,100,100,76,77,94,69,69,69,100,96,100,73,86,85,9,0,0,80,100,18,19,10,22,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,0,73
347,07/04/2020 21:45,R_1QMizAhv5xM1YHQ,40.05349731,-83.01869965,"I consent, begin the study",5ba32826061141000107e6b6,65,100,6,8,0,20,20,1,11,22,1,71,18,1,71,72,95,91,76,100,60,61,8,99,85,100,19,26,2,1,9,62,72,86,61,3,5,24,Male,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,33,74
121,07/04/2020 21:46,R_AGoCMkx7ffeAIUh,37.25390625,-122.063797,"I consent, begin the study",5d3f6c700bd40e001cf67d98,23,48,100,3,64,23,0,0,61,14,58,64,32,66,49,20,74,50,14,62,100,0,57,67,25,75,39,16,60,25,64,21,23,26,40,24,11,21,Male,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,49,33
326,07/04/2020 21:46,R_2A1lzJ0s2DBVdwY,44.01849365,-121.2984009,"I consent, begin the study",5dbefb269653e83afe17b10b,90,100,54,70,0,20,57,0,13,59,0,69,71,0,74,50,100,70,77,100,70,76,16,100,100,100,34,71,23,10,53,0,70,86,60,100,76,27,Female,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,0,20
192,07/04/2020 21:46,R_300OMPWxAOE5Apy,41.54040527,-73.89790344,"I consent, begin the study",57531e4bd856ad0006153e84,90,100,28,68,0,10,20,10,0,0,0,29,0,0,100,100,100,60,70,83,71,59,0,100,100,100,40,45,30,0,0,10,100,100,0,20,0,22,Female,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,0,75
484,07/04/2020 21:46,R_1H04j3PxAALuwMf,31.30299377,-92.50370026,"I consent, begin the study",5d41fc9a93d00000011ff03e,30,35,57,38,33,29,40,25,40,30,24,90,89,30,50,70,72,35,40,75,89,89,26,40,25,90,30,75,22,100,100,0,20,80,0,85,35,20,Female,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,50,20
248,07/04/2020 21:46,R_DtKxgfrCoQ2LEM9,43.0500946,-87.96479797,"I consent, begin the study",576d2a441a48240001867bc7,60,80,15,50,80,10,50,50,60,55,85,70,50,90,20,50,90,95,95,100,90,95,95,100,100,100,10,50,50,0,20,0,50,100,40,70,20,39,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,50,70
214,07/04/2020 21:46,R_0OGVP7Y91unNxkJ,32.32440186,-106.6682968,"I consent, begin the study",5b4f6da7bdd8af000144c7df,90,100,30,67,9,100,100,22,0,0,0,100,15,0,94,100,100,100,100,100,100,100,0,88,100,100,100,50,50,0,0,0,94,100,82,0,0,29,Female,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,12,86
477,07/04/2020 21:47,R_2CTVjj75nzCPaxT,39.2454071,-84.25370026,"I consent, begin the study",5d58559698cf220001ec55f8,20,30,60,80,10,0,0,35,0,0,0,100,100,75,70,100,100,20,5,80,100,100,30,40,50,80,0,100,0,20,0,20,40,40,30,0,55,22,Male,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,68,30
523,07/04/2020 21:47,R_2R2NWj6GRG0wegM,40.0092926,-75.186203,"I consent, begin the study",5de304d69568083401f2da0d,55,69,33,50,56,76,88,54,53,56,54,51,69,44,76,67,63,63,55,80,55,52,20,62,61,94,44,57,58,35,25,19,59,60,54,75,52,18,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,20,71
240,07/04/2020 21:47,R_3QVn8WB1OuqrjfM,37.75100708,-97.8219986,"I consent, begin the study",5e881fe42321114a6626e0cc,100,100,30,91,100,30,90,100,35,92,100,40,94,100,100,86,100,100,100,100,55,93,100,85,92,100,50,94,100,0,10,15,100,100,90,30,90,26,Male,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,25,65
279,07/04/2020 21:47,R_1dvpSHAbg9Ir6g8,42.96209717,-71.4489975,"I consent, begin the study",5ad3433f4d061300011b1c96,55,97,80,95,4,98,100,15,60,80,5,92,98,95,100,95,41,90,90,100,76,87,10,100,95,100,70,77,100,1,52,15,40,90,44,37,87,28,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,9,29
259,07/04/2020 21:47,R_27Jf0GdlLL970JK,45.08000183,-93.02269745,"I consent, begin the study",5dc5995e5d81cd4153e00138,85,100,20,50,50,70,70,50,30,50,50,66,50,50,100,100,100,80,50,50,30,50,50,100,100,100,75,50,50,30,20,0,100,100,20,83,76,23,Female,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,40,75
588,07/04/2020 21:47,R_2ZQEzDOdfX8Io5B,40.79570007,-77.86180115,"I consent, begin the study",5dff723379f2fabb6ecc9622,80,100,20,50,50,50,75,75,25,50,100,20,30,30,100,100,100,75,100,100,40,60,0,80,100,100,90,50,0,0,25,0,100,75,70,50,80,30,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,15,100
334,07/04/2020 21:47,R_3fUwRrl70FL7qn4,35.16549683,-101.8856964,"I consent, begin the study",5dd6ca9a45fb05658d7a8443,100,100,64,48,81,71,59,31,29,34,7,41,37,10,50,50,74,87,50,100,100,50,100,100,50,100,70,50,82,13,0,0,100,100,21,100,50,39,Female,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,50,80
402,07/04/2020 21:48,R_25Lx4M6UASXwhqH,42.2973938,-71.07219696,"I consent, begin the study",5e6fdf798122f5000896ba69,75,90,20,85,55,20,70,60,0,75,40,60,60,70,85,75,90,80,70,90,60,80,40,90,60,95,30,65,41,20,10,5,60,90,70,50,60,23,Female,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,10,70
199,07/04/2020 21:48,R_3IQs6HPN33MP1GP,39.209198,-76.66809845,"I consent, begin the study",5c3ae017f33fde0001ef71fd,56,81,62,77,38,74,87,87,37,45,18,79,85,59,74,83,88,62,71,89,57,82,84,96,85,100,73,87,98,67,44,79,70,100,65,32,61,19,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,25,62
192,07/04/2020 21:48,R_2P0BdNjaecXEMGB,31.5171051,-97.11979675,"I consent, begin the study",5dea57dc98614017adbfe5bf,69,64,53,55,50,42,50,52,44,51,46,59,64,64,69,65,79,56,55,63,55,58,60,69,73,76,56,59,60,55,43,46,54,53,54,43,58,21,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,38,58
296,07/04/2020 21:48,R_3nHsTuLKs3A5MPY,43.227005,-123.5158005,"I consent, begin the study",5bcbe3ba1fecd00001a92ed5,91,100,6,20,78,9,44,75,2,57,75,12,30,22,97,100,100,92,73,98,19,75,94,91,79,98,75,83,100,13,95,5,100,85,22,79,88,39,Male,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,2,76
247,07/04/2020 21:49,R_esxwzCpJxxwXvhf,30.35740662,-89.16490173,"I consent, begin the study",5d7911d3c4a34100019508bb,100,100,20,10,0,20,10,15,10,0,0,30,20,0,100,100,100,100,100,100,0,100,100,100,100,100,40,70,40,0,0,10,70,100,20,0,0,25,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,5,80
306,07/04/2020 21:49,R_3nOCHRtqfKOuOrg,38.26939392,-82.2684021,"I consent, begin the study",5ddaf450194e48a422e7b262,50,0,100,100,100,100,100,100,50,50,50,25,85,85,100,100,100,100,100,100,100,100,100,82,84,100,94,94,95,0,0,0,100,100,8,100,100,54,Male,USA,,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,10,60
287,07/04/2020 21:49,R_3fwU6DEcnr5GUJW,38.6486969,-90.32969666,"I consent, begin the study",5d82dce291fa480016305897,28,40,88,89,89,76,24,89,87,87,69,100,100,100,100,72,92,70,20,74,100,99,100,78,27,100,90,89,90,0,86,0,73,79,0,0,85,20,Female,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,83,79
224,07/04/2020 21:50,R_ZJHdj3I6YkzzYsx,34.89460754,-80.55400085,"I consent, begin the study",5a8787aeb093f80001a7ec5b,100,100,0,100,100,17,100,100,0,100,100,25,100,100,100,100,100,100,100,100,8,100,100,100,100,100,62,100,100,0,0,0,100,100,72,64,0,32,Female,USA,,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,0,100
199,07/04/2020 21:50,R_2TnQ3Rotu9VrwsK,45.48049927,-122.6362991,"I consent, begin the study",5dced6fa1986eb02243c1352,100,100,0,0,0,10,48,42,0,0,0,0,0,0,95,100,100,100,100,100,8,18,13,100,100,100,82,63,63,0,9,0,82,92,92,8,0,42,Female,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,0,81
325,07/04/2020 21:50,R_2EtoNnyivBrwJgl,34.0881958,-118.3210983,"I consent, begin the study",5c340fd5a83d180001783c67,90,100,23,74,73,44,41,39,16,23,4,60,58,60,99,97,100,96,96,96,83,84,66,90,96,96,20,77,82,17,8,100,71,100,9,63,26,43,Male,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,39,99
515,07/04/2020 21:50,R_3IcQKsONnXXDoIp,37.75950623,-122.4366989,"I consent, begin the study",5de2aae7cc246f2da5f0f004,100,100,0,0,0,100,100,100,100,100,100,100,50,20,100,100,100,100,100,100,50,0,40,100,100,100,70,100,100,0,0,6,80,100,80,20,30,38,Female,USA,,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,0,100
107,07/04/2020 21:50,R_12QZCSbjRYJIf0G,33.74989319,-117.9071045,"I consent, begin the study",5abc3250a3ba7a0001b44c37,80,60,30,44,67,100,100,100,38,56,47,80,66,28,87,72,88,81,91,100,96,69,88,71,78,100,84,73,34,69,42,0,86,64,66,41,67,27,Male,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,70,21
281,07/04/2020 21:51,R_2WHXjzZ9ASCZq0r,39.95939636,-86.01989746,"I consent, begin the study",5de58675c3bd2850ab72ce29,69,92,70,69,86,65,65,81,55,55,28,63,61,57,60,60,81,66,67,87,70,61,86,75,77,100,37,58,36,79,50,0,100,100,60,30,50,25,Male,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,55,59
263,07/04/2020 21:51,R_2wB21gyb30xqYzb,37.09140015,-121.6067047,"I consent, begin the study",5cc22481f6ef910019e5120f,80,95,25,43,9,30,89,33,10,69,6,81,37,20,61,61,79,82,82,100,81,81,100,94,96,83,40,75,18,10,20,0,90,85,0,75,80,38,Male,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,19,80
413,07/04/2020 21:51,R_2sYhtLaUfrxmcCI,44.43710327,-88.07949829,"I consent, begin the study",5ae7e9dee01f5e000108260e,65,90,80,60,35,35,35,35,34,63,30,72,85,66,65,71,84,71,61,85,75,76,40,70,80,100,40,40,30,70,0,0,20,100,80,10,26,36,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,20,60
707,07/04/2020 21:52,R_1LUxlNaBkTZXC4M,40.47250366,-79.9108963,"I consent, begin the study",5a906d41f6dfdd0001ea2480,93,100,40,40,30,40,40,38,0,0,0,86,88,78,100,96,100,97,90,100,50,60,40,98,94,100,59,57,36,25,24,100,82,61,84,68,84,24,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,8,52
570,07/04/2020 21:52,R_21d48PfEIOjZnqj,32.84449768,-96.82189941,"I consent, begin the study",5c86bd933ef1d100014f46a2,60,100,9,79,100,0,0,0,0,0,0,27,96,100,100,100,100,100,100,100,76,90,100,100,100,100,100,100,100,0,0,0,100,100,100,76,85,24,Female,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,0,84
261,07/04/2020 21:52,R_3CVF2xpSCVYsVjT,37.75100708,-97.8219986,"I consent, begin the study",5b29528dfdb21100019163cf,100,100,30,100,100,0,100,100,0,100,100,15,100,100,100,100,100,100,100,100,70,100,100,100,100,100,100,100,100,20,0,0,100,100,50,100,100,30,Male,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,10,20
367,07/04/2020 21:52,R_1FgeKOHLaS4jAmF,21.29190063,-157.7546997,"I consent, begin the study",5c1fe8083a59720001910519,79,100,55,100,4,81,81,6,25,80,5,90,98,11,82,25,89,43,20,64,78,87,95,92,100,100,35,78,70,19,0,0,72,100,0,100,38,19,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,30,55
384,07/04/2020 21:52,R_3FQJQENGGZdvUR3,37.55490112,-122.2707977,"I consent, begin the study",5c088a0b66706a0001048ca6,40,39,59,56,28,26,27,0,58,59,35,82,67,58,27,6,0,33,39,30,70,35,47,33,21,32,29,67,28,32,0,34,24,35,61,100,39,20,Male,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,75,58
419,07/04/2020 21:53,R_4JcuRc1vYcURREl,39.70069885,-75.74189758,"I consent, begin the study",5d25473cacb3e5001ae39cb8,85,100,15,20,5,65,70,10,20,65,5,50,70,25,30,60,80,75,70,95,100,100,80,100,90,100,85,90,15,0,20,0,50,85,100,10,5,23,Male,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,15,85
151,07/04/2020 21:53,R_1YvofIdMNxiheqR,34.21060181,-118.8715973,"I consent, begin the study",5c14a0d04beea500016a27f0,50,65,100,50,50,80,50,50,40,15,16,50,50,50,50,50,50,66,50,50,100,100,100,71,31,77,71,73,72,70,50,0,100,100,13,27,27,25,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,50,70
337,07/04/2020 21:53,R_1Q6Pf83HoRhtCAF,33.43190002,-111.6427994,"I consent, begin the study",5dceb29dd30a0e113ede61a6,80,100,81,79,13,81,81,34,68,75,13,70,89,31,100,89,100,100,89,100,100,84,100,100,83,100,37,72,91,30,30,0,100,100,37,37,37,66,Female,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,10,82
286,07/04/2020 21:54,R_1qVdhUigMhiqqxS,30.16549683,-85.71160126,"I consent, begin the study",5e55bda83eb8220e6e73cf6d,65,80,18,19,0,68,27,23,0,0,0,17,26,8,100,100,100,37,68,69,70,49,30,91,71,100,51,74,24,16,12,0,60,71,15,4,20,19,Male,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,30,70
372,07/04/2020 21:54,R_2zHGk4VEcPoFHKI,41.15229797,-96.03710175,"I consent, begin the study",55dc915b50a1f7001190ddb4,68,100,55,65,3,70,78,43,35,61,7,66,80,31,35,58,6,75,66,100,85,80,26,100,91,100,70,80,68,82,9,5,50,100,92,30,20,39,Male,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,38,32
546,07/04/2020 21:54,R_3CZYYRNAognZPfo,42.07699585,-87.72090149,"I consent, begin the study",5e32eb8ce339ee2c2f7f7d69,70,50,70,70,60,93,79,98,100,100,0,70,79,80,100,100,100,50,17,71,100,100,0,80,0,60,40,60,63,29,28,81,81,100,82,2,81,26,Male,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,50,72
632,07/04/2020 21:55,R_25GD8qBfthSq3ga,27.79629517,-82.63249969,"I consent, begin the study",5c811bd79d75ce000123f2e5,10,6,95,96,71,8,82,73,100,100,94,79,76,95,68,70,87,9,68,79,81,90,66,83,63,91,76,70,92,100,100,29,20,71,24,79,54,32,Male,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,64,31
480,07/04/2020 21:55,R_2dm5Uc6f2ZBgjIb,47.39570618,-122.3036041,"I consent, begin the study",5de34f231abb5036174647cd,50,73,40,40,50,50,50,50,20,20,20,42,25,50,50,50,67,61,50,78,62,50,69,81,65,81,62,50,50,8,8,29,81,62,17,68,61,32,Female,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,41,20
381,07/04/2020 21:55,R_1mE3rnjscAD8gok,34.24229431,-117.2747955,"I consent, begin the study",5c93be2359acaf00019d0dc7,93,93,11,76,100,31,68,97,25,81,92,16,97,76,86,69,100,74,83,100,100,78,99,79,78,100,16,67,87,0,0,0,81,85,11,98,91,29,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,38,26
210,07/04/2020 21:55,R_3GwgtK7JkNYQKty,41.89720154,-87.61959839,"I consent, begin the study",5e5990f5c7b31719d3a6eab7,81,100,0,0,0,61,80,100,19,0,0,72,86,24,100,100,100,69,77,100,79,82,99,90,90,100,100,100,100,0,0,0,100,80,0,70,100,38,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,20,20
223,07/04/2020 21:56,R_1cXHEucScZrICVW,25.78059387,-80.18260193,"I consent, begin the study",5dbddfb8a7b7bc306f4f5daa,0,10,100,100,52,0,0,9,100,100,50,50,50,25,0,0,10,50,0,50,100,100,75,100,16,62,0,0,0,0,100,0,0,50,30,0,0,40,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,60,50
247,07/04/2020 21:56,R_3Emcxu7rlMTDNZV,39.93400574,-75.16000366,"I consent, begin the study",5e69db9a2aed50038e56eef2,90,100,15,11,0,63,71,87,20,11,0,50,80,19,96,69,79,91,80,99,5,36,0,92,85,99,39,68,18,0,0,0,88,100,0,27,28,19,Male,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,40,69
281,07/04/2020 21:56,R_1Q49qnYjyNFfwDY,32.85299683,-79.98760223,"I consent, begin the study",5ba13af0c3daf0000140b697,0,23,100,100,100,0,0,0,100,100,100,100,100,100,100,100,100,0,0,72,100,75,100,100,0,100,0,0,0,77,100,0,26,81,0,80,67,24,Female,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,82,83
501,07/04/2020 21:57,R_3lVXoDKKBTkHidu,42.41499329,-71.05269623,"I consent, begin the study",5a9067894eecca0001dd1427,100,100,0,100,100,0,9,5,0,38,34,80,61,64,100,77,91,100,64,72,100,85,78,100,100,100,47,46,43,0,0,0,100,100,76,99,47,23,Male,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,0,24
613,07/04/2020 21:57,R_1CHJQsaKs7T5hAt,33.39019775,-84.47480011,"I consent, begin the study",5bfcd6660ef0390001381e9e,100,100,0,0,0,10,66,15,20,20,0,50,50,0,100,100,100,100,100,100,81,79,58,72,73,100,50,50,50,0,0,0,50,100,50,61,52,42,Male,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,50,100
264,07/04/2020 21:57,R_9KrNoQZrkG8YkKt,32.93460083,-96.55439758,"I consent, begin the study",5c770b456fa7560015823cfb,32,69,70,80,38,77,37,7,58,78,43,81,75,62,81,81,81,72,36,75,91,50,84,71,24,69,40,50,50,38,50,44,61,73,62,37,50,39,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,50,37
283,07/04/2020 21:57,R_3G3XLH2sJY9p3G3,33.74850464,-84.38710022,"I consent, begin the study",5dab0227d586ab0016d28e11,50,50,50,54,50,80,10,50,50,50,80,100,50,50,100,100,100,100,50,100,100,50,0,100,50,100,50,50,50,0,50,0,50,100,50,20,50,40,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,20,100
188,07/04/2020 21:57,R_AtFuVVPi3Kes35L,33.21240234,-97.06600189,"I consent, begin the study",5a9eea0835237b000112bdfb,40,40,50,33,69,28,27,28,21,19,19,55,56,36,100,100,100,40,16,67,63,64,83,66,70,88,50,50,50,0,66,0,50,77,83,14,50,26,Male,USA,,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,50,54
220,07/04/2020 21:57,R_2QlVEGBAM7QdsUu,40.751297,-73.82440186,"I consent, begin the study",5dc6263fc34fc547cb529cb7,73,82,78,78,62,80,90,75,72,88,86,81,82,50,62,62,63,71,50,79,93,96,81,71,60,83,51,76,87,26,27,0,50,65,50,17,19,35,Female,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,66,19
375,07/04/2020 21:58,R_2OW8qlv5PwZzbRk,32.90739441,-97.42569733,"I consent, begin the study",5cd1cd286ba2f90016feed92,73,82,100,0,100,0,0,100,100,0,100,100,0,99,85,1,99,100,0,100,0,0,100,75,50,100,83,0,100,0,0,0,100,100,0,100,93,29,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,50,88
366,07/04/2020 21:58,R_2SIuxTwOzZ3d0Ga,41.438797,-75.61250305,"I consent, begin the study",571dfc5913b1b70009be337f,9,50,82,83,84,19,4,22,73,74,74,62,78,77,8,0,0,17,2,18,91,92,93,30,28,40,19,17,18,19,50,0,8,72,30,30,40,48,Male,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,16,20
394,07/04/2020 21:58,R_QoYJJpBrOk2WBW1,35.08920288,-80.81939697,"I consent, begin the study",5c23d5a1930b3e0001637edc,82,81,52,38,41,50,50,50,12,14,16,61,93,93,81,80,82,76,76,76,61,69,71,77,77,78,54,47,47,26,6,27,63,63,65,36,71,25,Male,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,40,40
311,07/04/2020 21:58,R_1CxNfNIhLzTsMFW,41.63439941,-91.50540161,"I consent, begin the study",5dbe5d44aab19f35c5459b57,100,100,34,37,75,100,84,87,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,78,100,0,100,15,43,Female,USA,,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,10,20
261,07/04/2020 21:58,R_3GvoLMxMKyAbwBK,43.23179626,-77.66069794,"I consent, begin the study",5e85f64669ef02030a90ff46,100,100,0,31,14,25,39,68,5,40,25,0,31,13,34,35,37,70,57,100,60,43,9,80,70,100,30,54,74,0,0,0,87,94,85,100,5,32,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,0,15
265,07/04/2020 21:59,R_1N3uiGydJbH2JBO,41.90820313,-71.10310364,"I consent, begin the study",5c47febdc41b2a000183b95a,80,95,20,40,0,65,60,1,4,18,0,75,65,35,95,95,100,100,95,100,85,90,15,100,70,100,75,85,66,0,7,0,83,100,86,35,20,23,Female,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,0,90
913,07/04/2020 21:59,R_Z4ZQt119C6mZT7H,37.73950195,-77.47840118,"I consent, begin the study",54b13343fdf99b6f84cedf7a,80,100,40,60,100,95,45,65,35,65,100,70,65,10,100,85,100,100,90,100,55,70,95,100,90,100,85,65,70,10,0,0,100,100,75,100,100,41,Female,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,55,45
221,07/04/2020 21:59,R_1kH6j0RquY8VFAz,29.91490173,-81.36720276,"I consent, begin the study",5cd99e9a9da2970001a039b5,93,92,28,30,13,63,82,95,59,62,46,40,36,35,55,55,37,93,40,90,100,57,97,100,77,98,79,82,95,29,50,1,78,68,87,90,88,33,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,2,41
329,07/04/2020 22:00,R_2xY46xBUJnHJ2uq,41.02870178,-74.64289856,"I consent, begin the study",5dd5545b82a52750cb64997c,100,100,77,50,50,82,50,83,15,34,79,50,12,15,83,50,50,86,87,86,82,77,30,84,50,50,81,50,50,0,0,0,92,85,50,50,50,34,Female,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,50,50
321,07/04/2020 22:00,R_2SBrDqzfwzOrIid,37.66239929,-97.31559753,"I consent, begin the study",57b4abf0f0ed6e0001517979,89,93,15,33,32,0,94,100,0,50,50,25,37,74,88,84,93,92,82,89,94,79,86,100,100,100,50,84,96,11,50,0,50,60,70,24,61,25,Male,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,20,34
268,07/04/2020 22:00,R_3Mth2GzYxUPLhmz,29.87379456,-95.52330017,"I consent, begin the study",5e1414d158a5c7a5a1d99be3,100,100,61,65,20,70,80,89,40,60,81,50,70,25,100,100,100,100,70,81,61,75,0,100,100,100,90,90,60,0,0,0,62,100,25,100,60,24,Female,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,40,77
501,07/04/2020 22:00,R_1LYc6nSBRfemDwu,41.44250488,-82.70110321,"I consent, begin the study",58a63a64ea3d11000170e1cc,95,100,15,15,0,5,7,3,2,4,0,30,25,0,100,100,100,100,99,100,90,80,1,100,100,100,95,95,100,15,10,5,100,100,60,95,100,32,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,25,60
173,07/04/2020 22:00,R_2BgqtnALiEV5Qef,32.69169617,-117.115097,"I consent, begin the study",5e42078a7c70730a78ec767b,95,100,23,84,73,18,77,70,2,14,3,65,68,4,82,81,100,81,80,100,40,80,100,100,88,100,39,69,92,0,0,0,80,100,60,90,75,25,Male,USA,,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,40,91
321,07/04/2020 22:01,R_2YqPLBPdDh9xYJJ,33.61109924,-84.06829834,"I consent, begin the study",5d38d4552bcab100157c08c1,74,100,0,0,100,0,0,0,0,0,0,10,24,0,81,85,100,100,100,100,10,11,0,100,100,100,90,90,100,0,0,0,100,100,20,70,34,18,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,5,20
191,07/04/2020 22:01,R_22IZWHu22kHh8va,34.07820129,-84.64849854,"I consent, begin the study",5e29173493372d0e01d2539e,62,71,76,67,64,88,26,76,85,84,59,82,72,65,64,64,59,59,61,87,77,81,40,68,37,63,30,21,29,69,100,14,37,84,63,91,70,19,Female,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,24,12
201,07/04/2020 22:01,R_2chF6bn1eP9HbvR,39.95170593,-76.70639801,"I consent, begin the study",5d619737cf9656001a817568,0,0,100,100,100,34,30,23,84,100,26,99,100,21,23,26,69,71,73,75,100,100,100,28,23,28,93,100,56,100,100,73,70,75,0,93,94,29,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,85,81
