Q62,immigration_a,immigration_b,abortion_a,abortion_b,vote_a,vote_b,tax_a,tax_b,torture_a,torture_b,affirmaction_a,affirmaction_b,military_a,military_b,covidgov_a,covidgov_b,AC_a,AC_b,Q37_1,Q37_2,Q37_3,Q37_4,Q37_5,Q37_6,Q37_7,Q37_8,Q37_9,Q37_10,Q37_11,Q37_12,Q37_13,Q37_14,Q37_15,Q37_16,Q37_17,Q37_18,Q37_19,Q37_20,Q8,Q10,Q12,Q39,Q40,Q14,Q16,Q18,Q20,Q62,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q58,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip
1,1,3,1,3,2,5,3,1,2,3,2,3,3,1,2,1,3,5,5,8,6,5,5,5,8,5,6,6,7,6,5,5,5,5,5,9,5,3,4,4,1,1,1,5,2,2,34,5,2,7,6,7,4,No,5eb36608-6696-6a1f-ad25-c6531f3c8566,34,2,9,1,1,5,10,2,46064
1,3,3,3,2,3,2,2,3,3,3,3,3,3,3,4,2,3,2,6,8,4,4,9,6,3,4,3,2,4,1,4,4,5,6,3,2,2,3,1,4,2,5,2,5,3,1,44,5,6,4,2,4,6,,5eb366b1-25f6-c586-5dea-132d519674c4,44,1,9,1,1,4,5,3,34698
1,3,3,3,1,3,3,3,1,4,1,3,2,3,4,3,3,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,3,4,1,1,50,4,4,4,4,4,2,None,5eb366b1-1577-313f-ac3d-589021c4fb36,50,1,1,15,2,2,2,3,79925
1,2,1,5,1,2,1,1,1,3,1,4,1,4,1,3,1,2,1,5,9,5,9,9,5,9,5,5,9,9,6,5,1,5,3,5,1,5,5,1,4,5,4,6,7,5,1,39,4,6,7,7,7,1,,5eb36676-5257-64c4-77f6-710206cb3e28,39,1,3,15,1,3,7,4,92021
1,3,,3,5,4,2,3,2,4,3,4,4,2,2,4,2,3,5,8,6,8,5,7,8,7,7,6,6,7,8,5,8,6,7,8,5,5,6,1,5,3,4,4,6,1,1,36,5,6,4,5,4,5,,5eb36759-4200-ef61-86b1-2fce415ae8b6,36,1,18,1,1,6,1,2,46201
1,2,1,4,1,2,1,3,1,2,1,4,2,3,1,2,1,2,5,5,8,1,8,7,5,5,5,1,9,8,1,8,2,3,9,2,8,4,2,2,5,4,4,4,4,3,1,58,5,7,4,6,6,4,No,5eb36664-7e45-9145-8576-96dd12a1f403,58,1,4,1,1,2,4,3,34695
1,1,4,4,3,2,4,2,1,2,1,3,2,2,2,3,3,2,4,6,7,6,6,7,6,6,4,6,6,4,6,7,6,3,6,6,8,4,3,2,4,4,5,4,6,2,2,49,5,5,7,7,7,4,,5eb365e6-3363-a63e-f57f-4af25a1d9e6f,49,2,10,1,1,6,5,3,28634
1,1,4,2,4,2,4,3,4,5,4,2,4,1,4,3,4,2,5,9,9,9,9,5,9,5,9,9,9,5,9,1,7,5,1,5,9,1,5,1,4,1,1,1,5,2,1,46,5,4,7,7,7,1,None,5eb36679-8ad9-ddb5-f607-73facfc6059f,67,1,13,1,1,5,10,1,16003
1,1,1,2,1,2,1,2,1,2,1,3,1,2,1,5,4,3,5,4,9,1,8,8,4,8,2,1,8,7,4,9,5,2,8,2,9,3,1,1,4,4,5,3,4,1,2,48,5,4,6,6,7,4,,5eb36675-b83a-5642-c549-012844dd6ad2,48,2,6,1,1,2,1,1,3055
1,1,3,1,1,2,1,3,3,4,3,4,3,3,1,1,1,3,5,5,7,5,5,5,5,5,5,5,5,5,5,8,5,5,8,5,8,5,2,4,1,4,4,4,4,3,1,56,5,1,4,7,4,4,,5eb365d0-dc1f-58bf-f2b0-a4004ada41ab,56,1,1,1,1,2,4,2,46628
1,4,3,5,5,2,5,2,2,3,3,4,2,5,5,5,5,3,5,7,9,5,9,7,4,9,4,8,5,9,5,5,3,4,7,5,9,2,5,3,5,7,7,7,5,1,1,20,"3,5",2,7,7,7,2,None,5eb36641-13cb-4bf0-b372-d93421578d65,20,1,4,2,1,4,1,1,16412
1,4,1,2,4,2,4,2,1,3,1,4,1,2,1,3,1,3,5,3,5,6,6,5,7,7,3,9,6,6,6,5,4,4,6,6,6,5,4,1,5,1,1,1,7,2,2,48,5,7,7,7,7,4,,5eb36617-9879-97b2-743a-e9d54efc3f4c,48,2,-3105,1,1,7,9,3,36064
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb367e2-7bb5-c168-53b8-fe5b2b7c0464,63,1,7,1,1,5,10,4,89081
1,1,4,2,3,2,5,1,5,3,3,2,4,5,3,1,4,2,4,4,7,4,8,9,6,6,6,5,7,8,4,8,3,6,6,4,6,5,5,1,6,3,4,3,6,3,1,50,5,6,5,7,7,6,Interesting survey! Thanks!,5eb365f0-c857-597d-bbee-c74ab9479350,50,1,6,1,1,6,5,1,7110
1,1,3,5,2,3,2,2,2,4,2,4,2,4,2,3,3,3,2,,9,,2,9,5,5,9,2,5,1,5,4,4,1,1,2,1,5,,1,4,4,4,4,4,2,2,66,5,4,7,7,7,1,,5eb36651-2cbb-fab1-2966-848e29cc7fec,67,2,10,1,1,2,10,1,8052
1,5,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,4,4,4,1,2,45,4,1,7,7,7,1,,5eb36580-8b19-7758-b3f9-caace6e4c0e4,49,1,5,1,1,2,2,1,17111
1,1,5,1,5,2,5,1,4,5,1,2,5,1,4,1,5,2,5,9,1,9,2,3,9,1,3,4,3,1,3,1,2,2,1,3,6,1,9,1,6,1,1,1,5,2,1,46,5,7,1,1,7,7,yes complete BS,5eb3667a-1286-06d6-214f-f3595a8f0a5f,46,1,9,1,1,5,10,3,73533
1,2,1,4,2,2,3,2,2,2,1,3,3,3,1,4,1,2,3,5,9,2,6,9,7,8,3,1,5,9,5,9,3,1,8,1,8,7,1,5,6,4,4,4,4,1,2,60,5,1,5,6,6,4,,5eb3661d-20e2-467f-ffef-0bed747a7fb7,60,2,4,1,1,2,2,2,60120
1,1,5,5,5,2,4,3,4,5,4,2,4,2,4,3,4,3,5,8,5,6,6,4,6,6,6,6,5,5,5,3,6,6,6,7,5,3,5,5,4,4,4,3,5,2,1,64,5,7,6,6,6,4,,5eb365bc-d175-1683-ab41-a8d739c13166,64,1,7,1,1,4,10,2,65037
1,2,3,4,3,2,1,2,1,3,1,3,2,3,2,3,1,3,5,7,8,6,7,8,7,6,4,8,7,8,5,5,5,2,4,5,7,5,3,4,5,1,2,1,3,2,1,50,5,4,7,7,7,1,Good reading feeds fuel for your mind.,5eb36469-7e84-0f92-e03b-73ce09515988,50,1,7,1,1,3,10,1,1923
1,1,4,2,2,2,5,2,4,5,4,4,3,3,2,3,3,3,5,6,5,7,5,5,5,9,6,5,6,5,5,5,6,3,6,4,8,5,4,2,4,4,4,4,6,3,1,37,5,2,6,6,4,4,Good survey ,5eb366f8-72c0-b014-7703-2a4ccaf24791,37,1,9,1,1,6,4,4,59106
1,4,1,5,5,3,1,4,4,3,4,3,1,5,5,5,5,3,5,3,9,1,9,6,2,5,1,8,4,9,1,7,2,1,7,1,9,1,6,1,4,6,7,7,7,1,2,26,5,4,5,7,6,5,No,5eb365e8-e8f2-e0ac-b933-bc1fba942cf5,26,2,15,1,1,7,1,2,67226
1,4,1,4,2,2,2,2,2,3,1,4,1,4,2,4,1,2,3,5,2,6,4,8,5,4,4,4,3,8,6,4,3,2,3,2,8,3,2,1,6,5,5,4,7,1,1,45,5,6,6,6,6,5,,5eb366de-3752-bf40-dd97-5c5bec1f99a3,45,1,19,1,1,7,1,2,50310
1,5,4,1,5,2,4,2,4,5,5,5,5,1,5,3,5,3,5,9,8,8,8,8,6,9,8,7,8,6,8,7,6,8,7,8,8,8,6,1,5,6,7,6,7,2,1,41,5,3,7,7,6,3,this was so much easy.I need this type of surveys in future,5eb3667c-85e7-4c1c-423c-147edfa3a0b0,41,1,19,1,1,7,10,1,13502
1,3,1,4,1,2,1,3,1,3,1,3,1,1,1,4,1,3,5,1,9,1,9,7,1,9,1,1,9,9,1,9,1,1,9,1,9,8,1,4,2,5,5,5,4,1,2,43,5,7,7,7,7,5,No,5eb3661a-bf1f-f3ba-103b-2291f893be8a,43,2,2,1,1,2,2,3,40336
1,4,2,4,4,5,3,3,2,2,3,4,2,5,3,5,5,5,3,8,3,4,9,7,7,8,6,4,4,8,6,6,4,2,3,2,7,3,3,1,5,6,6,6,6,1,2,30,5,5,7,6,7,2,"It sure felt like a lot of the questions in the middle were very repetitive. It made me wonder what the purpose of the survey is, who is paying for it, and what are their political leanings.",5eb365a9-dd60-8e64-626a-28e5e1c9033c,30,2,12,1,1,6,1,4,94553
1,2,3,2,3,3,1,1,3,2,1,4,3,3,1,3,2,3,5,4,8,4,5,4,3,6,3,4,6,5,5,8,3,5,7,4,6,6,4,5,3,4,4,4,5,2,2,65,5,6,6,6,7,6,,5eb36631-e5e7-9692-a2a1-fec278fa0a5c,65,2,3,1,1,5,10,2,60450
1,3,1,5,1,3,1,2,1,2,1,3,1,3,1,5,1,3,5,5,7,5,5,7,5,7,5,5,7,7,5,5,5,5,6,1,7,5,5,5,6,6,6,6,5,1,2,68,5,7,7,7,7,4,Interesting ,5eb365f7-7e4b-c1ec-dcae-51370ad3073e,68,2,5,1,1,4,1,4,98332
1,2,1,2,2,2,2,2,2,3,2,3,2,2,1,2,1,3,5,8,5,5,9,9,5,5,8,5,9,5,5,5,9,5,9,1,5,5,5,1,6,1,1,1,5,2,1,53,5,6,6,6,5,6,No thanks ,5eb365a6-ecb9-6dbe-db2d-95a3a3144759,53,1,10,1,1,5,9,2,68701
1,1,1,1,1,2,1,1,1,5,5,2,5,1,1,3,3,3,5,5,5,5,1,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,2,4,1,1,1,4,2,1,63,5,5,4,6,5,4,Looks great ,5eb36487-bd03-0304-4eac-825704bdda3c,62,1,3,1,1,2,10,4,93312
1,1,2,4,1,3,1,3,1,4,,4,1,3,1,1,1,2,2,5,5,6,6,7,5,6,6,,5,7,5,5,4,5,6,4,6,5,3,5,3,4,4,3,5,3,2,69,5,3,4,5,2,4,,5eb36112-e47a-d722-e07e-254780bdf4ed,69,2,10,1,1,3,9,4,92780
1,5,4,1,4,5,4,1,4,2,4,5,4,1,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,7,1,1,1,3,1,1,48,3,4,7,7,4,4,na,5eb365d5-1bbc-1164-4a37-c696e109eabe,48,1,1,2,1,1,1,1,10465
1,2,3,3,3,2,4,2,3,2,3,2,3,3,1,2,2,3,5,5,4,5,1,5,7,8,8,2,3,2,7,6,1,6,6,3,2,2,1,1,4,2,2,2,7,3,2,48,5,6,6,6,7,4,Nope,5eb365e1-6328-7e63-54f4-bc9e24a83018,48,2,14,1,1,6,5,1,2780
1,3,3,3,3,2,3,2,3,2,3,5,3,3,3,3,3,2,3,5,5,5,5,9,5,9,5,9,5,5,5,5,9,5,5,5,9,5,5,1,4,6,4,3,5,1,1,55,3,4,4,6,4,4,,5eb3666b-e2e0-085e-904a-31978aa53b82,55,1,2,2,1,4,2,1,2118
1,1,5,2,4,2,5,2,4,3,5,3,4,3,5,1,5,2,5,8,1,8,2,6,8,4,9,7,3,2,8,3,7,5,2,8,2,1,7,1,6,2,3,1,5,4,1,42,5,7,4,6,1,5,No,5eb36694-adcc-86c8-d6fd-1379f01bf201,40,1,9,1,1,4,4,3,32830
1,2,1,1,5,3,1,2,1,2,5,2,1,2,1,3,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,3,2,2,5,2,4,24,5,4,7,7,7,2,,5eb36616-8a21-3972-a7f3-9779b8b21b69,24,2,-3105,16,1,5,10,1,11721
1,4,3,5,4,2,4,3,3,3,4,4,4,2,5,3,2,3,2,7,7,7,3,5,5,9,2,6,4,9,4,8,2,7,6,1,9,2,1,1,7,4,3,2,7,3,1,56,5,5,7,6,6,3,,5eb3663e-32a0-32a8-9acf-1557132241ad,56,1,19,1,1,7,5,3,37221
1,5,3,4,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,2,6,4,6,9,4,9,4,7,8,9,5,6,1,1,7,1,5,5,1,2,4,4,4,4,4,3,1,20,7,4,7,7,7,3,No,5eb366df-37e8-5440-5bb7-aa60c1c343bf,18,1,1,15,1,1,2,4,92337
1,4,1,3,1,2,1,2,1,2,1,5,1,3,1,4,1,3,5,1,8,2,5,8,1,8,4,1,8,1,1,8,1,3,6,1,7,5,1,5,3,4,4,4,5,1,2,72,5,3,6,6,6,5,No,5eb36595-5147-30c1-3c65-c49e7e94263b,72,2,8,1,1,4,1,4,92128
1,2,3,2,4,5,4,2,4,4,4,2,1,1,5,3,4,2,4,5,8,5,8,8,2,7,3,2,3,7,6,7,4,2,6,4,9,5,2,4,5,1,1,2,4,2,1,69,5,6,6,6,7,4,,5eb366a2-aac1-8a26-f84b-3c4dd994ceae,69,1,7,1,1,3,5,1,15905
1,1,5,3,5,2,5,1,5,2,5,4,1,3,3,3,5,2,5,8,9,9,9,9,9,9,8,9,9,8,5,9,9,5,9,9,9,9,1,3,4,4,4,4,6,1,2,65,4,7,7,7,7,4,Interesting,5eb364b5-21ec-90bd-9388-120f473b6438,65,2,1,1,2,5,1,4,83301
1,2,2,3,2,2,4,3,3,4,3,3,3,3,3,3,3,2,4,4,4,2,8,8,5,7,5,7,6,8,4,6,3,2,3,2,9,3,3,5,7,3,3,2,6,2,2,67,5,6,7,7,6,6,great survey!,5eb3655e-bacf-48e9-0b66-b85c8bc88753,68,1,14,1,1,6,9,3,35058
1,3,3,5,3,2,5,2,1,2,5,4,5,4,4,4,4,3,5,,,,,,,,,,,,,,,,,,,,,1,3,6,6,6,5,1,1,43,5,4,6,7,7,3,Seemed a little personal ,5eb36748-ce05-6bf5-3bfe-2afc195ef7cb,43,1,13,1,1,4,2,4,99515
1,2,2,3,1,2,1,2,1,4,1,2,1,3,1,2,1,3,5,7,5,1,6,7,6,9,6,1,9,9,6,8,5,1,9,6,9,5,1,1,5,3,4,5,5,4,1,25,5,6,6,7,7,3,,5eb36678-10a8-152d-c589-441788fdefaa,25,1,4,1,1,4,8,2,43054
1,4,3,5,5,3,3,3,4,2,5,4,1,4,3,4,4,3,5,1,7,5,2,9,6,9,5,5,5,5,5,5,1,1,7,1,5,1,4,1,7,6,6,4,7,1,2,69,5,7,6,7,7,3,,5eb35ff0-b67d-2343-9cca-a9bf12542b84,69,2,15,1,1,7,1,2,63366
1,4,5,5,5,5,5,4,4,3,5,2,5,5,5,5,5,3,5,9,8,9,9,8,7,9,8,8,8,8,8,8,6,8,7,4,8,9,9,1,1,6,6,6,6,3,1,50,5,7,7,7,6,1,Ok you good lukc,5eb367da-89ee-485a-5076-febc34958c36,50,1,3,1,1,2,1,1,7208
1,1,2,4,3,3,2,3,2,3,2,3,2,4,3,4,3,3,5,7,8,8,2,6,7,2,4,8,4,5,9,2,4,5,7,4,7,2,5,2,6,5,4,5,6,2,1,44,5,1,6,6,6,4,none,5eb3669f-e28b-1948-0d1c-b5b5731285dd,39,1,3,1,1,4,10,1,8520
1,1,3,4,2,2,2,4,2,3,3,3,2,3,2,4,4,4,2,1,3,2,3,2,1,1,1,1,3,1,1,1,1,1,2,1,5,2,1,2,2,2,2,2,2,2,2,26,2,3,3,3,3,4,,5eb367e5-daa7-81a3-866f-0f3c326f12f5,26,1,16,1,1,2,1,2,43302
1,1,1,2,3,2,1,2,1,4,4,3,2,2,1,3,4,3,5,1,9,1,9,9,1,9,1,1,5,9,5,5,1,5,9,5,9,9,1,1,4,4,4,3,5,3,2,71,3,4,7,7,7,4,Interesting.,5eb365c7-e34f-f1c3-0973-0d60ca89c46c,71,2,6,2,1,5,5,3,20008
1,2,3,5,3,2,4,1,5,4,3,2,3,4,1,5,5,2,4,5,2,3,4,7,5,5,3,1,6,3,9,7,6,2,2,5,4,5,1,3,2,4,4,4,5,1,1,39,5,4,7,7,7,1,It was interesting ,5eb3672a-da61-d043-89b2-060e436156ca,39,1,1,1,1,2,2,1,14845
1,2,4,1,5,2,4,1,3,3,4,4,3,5,5,5,4,3,5,9,2,8,1,2,9,3,7,6,1,8,9,1,9,9,7,8,1,1,6,1,3,3,2,5,6,2,1,27,"2,4,7",2,6,7,7,4,Easy going,5eb365d9-d2fd-1c00-b718-3206cc4be674,27,1,7,6,2,6,10,4,98105
1,5,3,1,2,2,3,3,4,4,3,4,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,1,1,7,2,1,63,5,4,4,4,4,4,,5eb36817-b00d-bc8a-ff54-c79a31911c33,63,1,14,1,1,7,9,4,97140
1,3,2,1,3,4,2,4,4,5,4,4,1,2,3,1,3,3,5,8,1,4,9,3,9,9,5,4,7,5,8,7,5,4,5,4,9,9,4,2,4,5,3,3,5,2,2,40,1,4,5,2,6,5,None. Thanks and great luck!,5eb36759-7a5f-2a6b-3c64-95b2488a8f78,35,1,1,1,2,7,1,4,95066
1,2,5,3,2,3,1,3,1,3,1,3,2,3,2,2,3,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,1,1,4,3,4,3,3,1,21,"3,4",4,7,7,7,1,this was good but also confusing,5eb3664d-5673-3631-1f26-04c8166b8483,21,1,1,2,14,1,3,1,10705
1,1,4,3,1,2,4,2,1,3,2,4,1,3,3,1,2,3,5,5,5,2,7,7,3,6,4,2,5,8,2,4,2,3,5,5,8,4,3,5,4,2,2,2,7,2,1,67,5,4,5,5,4,4,no,5eb36692-80e8-830b-ef4d-133e22c06edc,67,1,19,1,1,7,10,3,21804
1,1,4,2,1,2,3,3,3,3,1,2,3,3,3,3,3,2,4,5,5,5,7,7,5,5,5,4,5,4,5,5,5,2,7,3,3,5,2,4,2,2,2,3,5,2,1,57,5,7,7,7,4,4,No,5eb36659-3981-74a3-a537-45da16775ecb,57,1,4,1,1,6,9,3,72687
1,1,5,2,2,2,5,2,3,4,3,4,3,2,3,3,2,2,5,5,6,2,6,7,4,7,5,2,8,7,5,7,3,2,6,3,6,6,2,1,3,4,3,3,4,2,1,59,5,4,6,5,3,4,,5eb365ff-c58c-fb28-d7a1-aab0e0da8978,59,1,-3105,1,1,2,9,3,35404
1,5,1,3,3,5,1,2,1,2,1,4,1,4,1,3,3,3,5,5,6,6,5,5,5,6,5,5,3,6,5,2,3,7,9,5,3,5,4,2,1,1,4,4,5,5,2,48,"4,5",4,6,7,4,4,,5eb36616-580e-00f8-9fed-70c5314c22f3,48,2,7,1,12,4,4,1,7208
1,1,1,1,5,2,1,2,1,2,1,3,1,3,1,3,1,2,1,5,4,5,5,9,5,5,4,5,5,5,5,5,5,5,5,9,5,5,5,4,2,2,2,2,4,2,1,39,5,7,5,7,6,4,Good study,5eb3673f-f10b-44b9-2cc2-74b0069440f9,39,1,1,1,1,1,9,3,36054
1,2,3,3,2,2,2,2,3,3,1,3,2,4,1,3,1,3,5,2,9,3,5,9,4,9,4,2,7,6,4,8,2,2,7,1,8,6,1,4,4,4,2,4,7,2,2,65,5,6,7,7,7,4,no,5eb36660-017d-cfb1-efd8-30205b92c7f0,65,2,19,1,1,7,10,2,60510
1,2,2,1,4,2,2,2,3,2,3,4,4,2,3,2,2,2,4,7,7,6,5,8,4,4,5,5,5,5,6,6,6,6,6,3,7,6,5,5,4,2,4,3,7,2,1,68,5,7,6,7,6,2,good survey,5eb3675d-f3b6-d2ce-e942-fd818b0466ec,68,1,6,1,1,7,10,3,74023
1,1,4,4,1,2,5,2,1,5,3,3,1,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,1,5,1,5,2,5,1,6,2,1,31,5,4,4,7,7,2,,5eb36790-77f6-10d3-c412-fe2898c058d9,31,1,22,1,1,6,10,1,2359
1,1,1,2,1,2,1,2,1,3,1,2,1,2,1,3,1,3,5,5,5,5,7,8,5,7,5,5,8,7,5,5,5,2,9,8,9,5,1,1,4,2,2,2,4,2,1,36,5,6,6,7,5,4,None.,5eb363c1-75ef-5e9b-67d9-adb2ecb6a9b7,36,1,12,15,1,2,9,3,35550
1,3,3,3,4,4,3,3,2,2,5,3,3,5,4,1,5,4,3,3,7,4,6,6,5,7,5,4,5,6,4,6,4,5,8,5,7,4,4,2,6,4,4,4,6,3,1,51,5,6,6,3,4,4,,5eb3681b-0915-e93a-7686-c778c01b1e4e,51,1,1,1,1,6,4,2,61614
1,4,5,5,5,2,4,3,4,2,5,5,3,2,3,3,2,2,5,5,9,3,9,9,5,9,5,1,9,9,5,9,1,2,9,1,9,9,1,4,5,7,6,6,5,1,1,70,5,4,7,6,7,4,No it was interesting,5eb365a3-96ec-2e55-6af7-e53b45d797ec,70,1,3,1,1,6,1,3,32168
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb3682b-3261-6579-040d-3804df6e3bdf,46,1,1,1,2,3,2,3,77011
1,2,1,1,3,2,1,4,1,2,1,4,1,3,1,3,4,3,5,6,7,7,5,8,5,8,5,7,5,6,7,8,5,1,5,1,9,5,1,1,4,6,6,6,4,1,1,59,5,4,7,7,7,4,,5eb3677d-d667-8977-2490-70db6c8412c8,59,1,2,1,1,2,1,3,75234
1,3,1,1,1,2,1,2,1,3,1,3,1,2,1,3,1,3,5,2,5,5,5,6,5,5,5,4,5,5,5,5,4,3,1,6,7,3,3,1,7,1,1,1,6,2,1,73,5,7,6,7,7,6,,5eb36540-05c2-c43e-aa9a-a49072774ad2,73,1,13,1,1,6,10,3,34293
1,5,1,5,1,3,1,4,1,2,1,4,1,5,1,5,1,3,5,2,9,3,7,7,2,9,3,1,7,7,2,7,1,2,7,8,9,5,1,4,6,6,6,6,7,1,1,62,5,7,7,7,7,4,No,5eb36651-3427-f806-37d7-6d20391c1080,62,1,13,1,1,8,1,3,30165
1,3,1,1,5,3,2,1,5,2,5,3,1,2,1,3,1,3,3,4,5,6,7,6,5,5,6,5,5,5,5,3,5,3,5,5,6,4,4,1,2,4,4,4,4,2,1,37,5,6,6,7,7,3,,5eb366f2-7ab2-75e9-7412-d56bb5564cb1,50,1,5,1,1,2,10,1,13135
1,1,1,1,1,2,2,2,3,4,3,5,5,4,5,1,2,3,5,8,6,6,7,7,3,5,7,7,6,7,6,8,6,7,5,7,8,6,5,1,2,4,4,4,5,5,2,55,2,3,7,7,7,1,Too long,5eb36743-ba9f-b4da-363a-a5df2453755b,55,2,1,6,1,6,7,3,77083
1,4,3,4,4,3,3,2,3,2,3,4,3,5,4,5,4,3,4,2,9,2,9,9,1,9,1,2,8,9,6,7,3,1,9,1,9,6,2,4,6,6,6,6,5,1,2,68,5,6,5,7,6,4,none,5eb3665c-8e28-9b55-82a3-900aacfa6541,68,2,3,1,1,4,1,4,91384
1,1,3,2,4,2,4,2,5,2,1,2,3,3,5,3,2,3,5,5,2,5,1,2,8,7,7,9,2,2,8,3,3,2,2,2,2,1,1,5,6,4,5,2,7,3,2,57,4,1,7,5,6,5,No,5eb35f78-c24d-16c6-0157-a8f609758bf8,57,2,8,3,14,7,5,4,91042
1,4,1,4,1,4,1,3,1,3,1,4,1,5,1,5,3,3,5,1,9,1,9,8,2,9,2,5,9,9,5,8,5,2,9,2,9,8,1,1,5,7,7,4,6,3,1,55,5,7,6,7,6,4,"No, the survey was fine and easy to take ",5eb3677e-387f-5ae0-1ea1-abb78c6a768e,55,1,20,1,1,6,1,3,27282
1,3,2,5,5,3,3,1,3,2,5,3,1,4,2,4,1,2,4,3,8,3,6,7,3,8,6,3,8,3,3,8,2,3,7,2,8,5,2,4,6,3,3,4,5,1,2,72,5,6,7,7,7,2,"no comments, thanks.",5eb35dfa-b312-d222-f187-69c9a7d7024b,72,2,15,1,1,5,1,1,7407
1,1,4,2,4,2,4,1,4,3,1,2,4,3,4,2,1,2,1,2,8,8,8,5,5,9,3,8,5,9,5,6,8,2,9,4,6,6,1,2,4,3,3,3,5,3,1,62,5,6,4,4,3,4,None ,5eb36612-bb08-be39-3228-a802341d1b20,32,1,2,3,1,1,8,2,50266
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,4,4,6,3,1,58,4,4,4,4,4,4,It was a great study ,5eb3681d-ce21-2e75-2f95-f62e8cb62c15,58,1,18,1,2,6,1,1,10552
1,4,3,4,2,3,4,3,2,3,3,2,1,2,3,3,4,3,5,5,6,4,6,9,6,4,7,6,5,5,9,4,6,1,8,5,6,4,5,1,4,2,4,2,4,2,1,47,5,7,4,7,7,4,Interesting ,5eb365b5-5d07-e2de-1fbf-8a3a4149c5b1,47,1,3,1,1,2,10,2,54166
1,3,2,4,4,2,2,2,4,3,4,3,4,4,2,4,3,3,2,5,9,7,8,7,7,8,4,8,5,6,6,3,3,6,7,5,8,2,3,1,5,5,5,5,5,1,1,39,5,4,7,7,6,3,,5eb36772-e4ee-26b4-4f50-b00abac417d2,39,1,11,1,1,4,2,2,60441
1,4,1,4,1,2,1,2,1,3,1,4,1,2,1,4,1,2,1,1,9,5,9,9,5,9,5,1,9,5,5,9,1,1,9,1,9,5,1,1,2,4,4,4,5,5,1,41,5,5,6,7,7,3,No,5eb366e8-ba30-c32e-dff0-98271d2a5b7d,41,1,16,1,1,-3105,7,3,42503
1,2,2,3,1,2,3,2,3,3,2,2,3,1,4,3,3,2,3,5,7,1,7,6,6,7,3,6,6,9,6,6,1,2,4,3,9,2,3,1,4,3,5,2,6,2,1,53,5,5,6,5,7,3,It seemed slanted toward Democratic views,5eb3675c-3d7c-06aa-b47c-c4707f3288c8,53,1,19,1,1,6,9,3,77002
1,1,4,2,4,2,5,3,4,3,3,2,4,2,4,1,5,3,5,5,5,5,6,7,6,6,7,5,5,5,6,5,5,5,5,5,6,5,5,5,4,1,1,1,5,3,1,59,5,5,1,4,1,5,This was an interesting survey.,5eb366ef-e544-2c37-22df-a9e743615bad,59,1,3,1,1,4,5,3,78228
1,4,4,5,3,2,5,1,1,2,5,3,1,3,1,3,3,3,5,3,1,1,8,8,4,8,6,3,8,9,4,6,1,1,8,1,9,3,2,4,4,4,3,3,4,1,2,75,5,6,7,7,7,6,,5eb365b9-3f14-9590-d0f1-1fca2e658fb4,75,2,17,1,1,2,1,2,49068
1,5,1,1,1,2,1,5,1,3,1,3,1,1,1,1,1,3,1,1,5,3,3,1,1,9,1,5,5,9,1,7,1,3,9,5,5,5,1,4,1,4,4,4,5,5,2,50,3,6,7,7,1,1,,5eb35ca7-bedd-ca03-94f9-95cadd845beb,50,2,7,2,2,6,7,3,29510
1,2,1,2,1,2,1,2,1,2,1,2,1,3,1,3,1,3,5,5,7,5,4,7,4,4,6,8,7,8,5,5,5,1,6,3,4,1,3,4,6,4,4,4,6,3,1,49,5,3,6,6,6,3,Thank you,5eb366c8-1a36-ca65-67df-7a4f2a268733,49,1,4,1,1,6,10,3,30188
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb3667c-8d19-e2b9-0a52-8b3268c0b694,59,2,6,1,1,5,10,4,95358
